troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.6257694214524607
1tbedt"bolster"tbedt1.0t0.19069008500498186
2tbedt"mattress cover"tbedt1.0t0.5048166848419733
383t"mortise lock"t"refrigerator compartment"t"refrigerator"t0.0t0.2542627571707861
384t"mortise lock"t"egg tray"t"refrigerator"t0.0t0.22999320438540377
385t"mortise lock"tshelf channelt"refrigerator"t0.0t0.28068506185846304
386t"mortise lock"t"magnetic gasket"t"refrigerator"t0.0t0.3908579431438036
387t"mortise lock"t"storage door"t"refrigerator"t0.0t0.42822718833151774
388t"mortise lock"tfreezer doort"refrigerator"t0.0t0.3511381796803925
389t"mortise lock"tguard railt"refrigerator"t0.0t0.4429989517521895
390t"mortise lock"tcrispert"refrigerator"t0.0t0.10251397047816035
391t"mortise lock"tglass covert"refrigerator"t0.0t0.28854121005703376
392t"mortise lock"t"butter compartment"t"refrigerator"t0.0t0.22639060006621914
393t"mortise lock"t"thermostat control"t"refrigerator"t0.0t0.33129790897237965
394t"mortise lock"t"freezer compartment"t"refrigerator"t0.0t0.2843481045573538
395t"mortise lock"t"ice cube tray"t"refrigerator"t0.0t0.24464176677074703
396t"mortise lock"t"meat keeper"t"refrigerator"t0.0t0.20777003478300213
397t"mortise lock"t"door stop"t"refrigerator"t0.0t0.38717901134329413
398t"mortise lock"tshelft"refrigerator"t0.0t0.30459742052200756
399t"mortise lock"t"dairy compartment"t"refrigerator"t0.0t0.22081874696879134
400t"mortise lock"tdoor shelft"refrigerator"t0.0t0.41801360365280416
401t"mortise lock"tdrain hosetdishwashert0.0t0.2350834757299262
402t"mortise lock"t"overflow protection switch"tdishwashert0.0t0.36276389818911003
403t"mortise lock"t"tub"tdishwashert0.0t0.1916363601757092
404t"mortise lock"tpumptdishwashert0.0t0.23396775953170384
405t"mortise lock"t"gasket"tdishwashert0.0t0.3302000969794763
406t"mortise lock"t"water hose"tdishwashert0.0t0.17556925744957977
407t"mortise lock"t"heating element"tdishwashert0.0t0.21176643832480724
408t"mortise lock"tracktdishwashert0.0t0.2838375969103314
409t"mortise lock"t"cutlery basket"tdishwashert0.0t0.1837434807313163
410t"mortise lock"t"wash tower"tdishwashert0.0t0.2641118516663299
411t"mortise lock"t"motor"tdishwashert0.0t0.2221424471665168
412t"mortise lock"t"detergent dispenser"tdishwashert0.0t0.16803901145160707
413t"mortise lock"tslidetdishwashert0.0t0.3751385698976547
414t"mortise lock"t"leveling foot"tdishwashert0.0t0.30982893057696836
415t"mortise lock"t"insulating material"tdishwashert0.0t0.1870425902634583
416t"mortise lock"tspray armtdishwashert0.0t0.34390906283758016
417t"mortise lock"trinse-aid dispensertdishwashert0.0t0.23377021837416395
418t"mortise lock"tlocktdoort0.0t0.7392596260845253
419t"mortise lock"tcornicetdoort0.0t0.2584080800754699
420t"mortise lock"t"hanging stile"tdoort0.0t0.38288001562230534
421t"mortise lock"t"entablature"tdoort0.0t0.1616424645634713
422t"mortise lock"t"top rail"tdoort0.0t0.34200268174991033
423t"mortise lock"tmiddle paneltdoort0.0t0.32751040834256134
424t"mortise lock"t"bottom rail"tdoort0.0t0.40421165888375904
425t"mortise lock"tpaneltdoort0.0t0.2567796055550149
426t"mortise lock"tjambtdoort0.0t0.5185682421684928
427t"mortise lock"tdoorknobtdoort0.0t0.4077638176144621
428t"mortise lock"t"threshold"tdoort0.0t0.22056546923600368
429t"mortise lock"t"weatherboard"tdoort0.0t0.12430939541388976
430t"mortise lock"tlock railtdoort0.0t0.6455615892800823
431t"mortise lock"t"shutting stile"tdoort0.0t0.33797518019104567
432t"mortise lock"theadertdoort0.0t0.22511213611205705
