troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.5117236898250307
1tbedt"bolster"tbedt1.0t0.07550177026271343
2tbedt"mattress cover"tbedt1.0t0.43015852139019806
77tbedt"seat"t"toilet"t0.0t0.2195336599603208
78tbedt"shutoff valve"t"toilet"t0.0t0.17170344631844867
79tbedt"trip lever"t"toilet"t0.0t0.09919854687729808
80tbedtball-cock supply valvet"toilet"t0.0t0.0940769740681639
81tbedt"toilet bowl"t"toilet"t0.0t0.34121944551702416
82tbedtflush handlet"toilet"t0.0t0.14509039841025914
83tbedtwax sealt"toilet"t0.0t0.1250851684483854
84tbedt"tank ball"t"toilet"t0.0t0.1698737106480637
85tbedt"float ball"t"toilet"t0.0t0.14422297579019464
86tbedt"filler tube"t"toilet"t0.0t0.17197287679644718
87tbedt"waste pipe"t"toilet"t0.0t0.23088833868659628
88tbedt"seat cover"t"toilet"t0.0t0.26220896959368967
89tbedt"cold-water supply line"t"toilet"t0.0t0.16474601171461162
90tbedt"overflow tube"t"toilet"t0.0t0.2666533563214802
91tbedt"trap"t"toilet"t0.0t0.20207121793181887
92tbedt"refill tube"t"toilet"t0.0t0.22052396403510122
93t"refrigerator"tpillowtbedt0.0t0.3489949595678697
94t"refrigerator"t"bolster"tbedt0.0t0.10154165063608736
95t"refrigerator"t"mattress cover"tbedt0.0t0.2696582718659404
96t"refrigerator"tlegtbedt0.0t0.10852489259063293
97t"refrigerator"tbox springtbedt0.0t0.20571682995981277
98t"refrigerator"theadboardtbedt0.0t0.31142909090265186
99t"refrigerator"t"mattress"tbedt0.0t0.338332265945574
100t"refrigerator"t"pillow protector"tbedt0.0t0.2494658519681368
101t"refrigerator"t"elastic"tbedt0.0t0.09257127992287197
102t"refrigerator"t"footboard"tbedt0.0t0.2531372229996451
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.14020182935875855
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.7320107334501618
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.4121377019724692
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.2834224298855075
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.25267758385997297
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.366463128894583
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.5952737787535732
110t"refrigerator"tguard railt"refrigerator"t1.0t0.0645045715816665
111t"refrigerator"tcrispert"refrigerator"t1.0t0.15690832287862141
112t"refrigerator"tglass covert"refrigerator"t1.0t0.24038247790455247
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.32933309434103747
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t0.35054325296622446
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t0.6373794149167492
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t0.44010612619579453
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.1996502749339709
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.23966014400518065
119t"refrigerator"tshelft"refrigerator"t1.0t0.3929045707818863
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t0.32962404648105836
121t"refrigerator"tdoor shelft"refrigerator"t1.0t0.4372971272564369
122t"refrigerator"tdrain hosetdishwashert0.0t0.258336569551612
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t0.13961861977322274
124t"refrigerator"t"tub"tdishwashert0.0t0.4959704968520811
125t"refrigerator"tpumptdishwashert0.0t0.1717976408775785
126t"refrigerator"t"gasket"tdishwashert0.0t0.3103818957958486
127t"refrigerator"t"water hose"tdishwashert0.0t0.23623804577601745
128t"refrigerator"t"heating element"tdishwashert0.0t0.1343173451630046
129t"refrigerator"tracktdishwashert0.0t0.3182719885182054
130t"refrigerator"t"cutlery basket"tdishwashert0.0t0.275782056096975
131t"refrigerator"t"wash tower"tdishwashert0.0t0.2171629690478538
132t"refrigerator"t"motor"tdishwashert0.0t0.1980274648984082
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t0.41100551763281107
134t"refrigerator"tslidetdishwashert0.0t0.11750807632122634
135t"refrigerator"t"leveling foot"tdishwashert0.0t0.11287198402669035
136t"refrigerator"t"insulating material"tdishwashert0.0t0.19872355364681102
137t"refrigerator"tspray armtdishwashert0.0t0.1684270054257824
138t"refrigerator"trinse-aid dispensertdishwashert0.0t0.4050588152584395
139t"refrigerator"tlocktdoort0.0t0.17337133921801126
140t"refrigerator"tcornicetdoort0.0t0.1826042866022439
141t"refrigerator"t"hanging stile"tdoort0.0t0.15566125935314037
142t"refrigerator"t"entablature"tdoort0.0t0.09424288886370827
143t"refrigerator"t"top rail"tdoort0.0t0.10491696628185163
144t"refrigerator"tmiddle paneltdoort0.0t0.0929088143355808
145t"refrigerator"t"bottom rail"tdoort0.0t0.1216783318728111
146t"refrigerator"tpaneltdoort0.0t0.128799089104143
147t"refrigerator"tjambtdoort0.0t0.27247413785929303
148t"refrigerator"tdoorknobtdoort0.0t0.4219836534833336
149t"refrigerator"t"threshold"tdoort0.0t0.09141399870213086
150t"refrigerator"t"weatherboard"tdoort0.0t0.1792013221518838
151t"refrigerator"tlock railtdoort0.0t0.13682604358251285
152t"refrigerator"t"shutting stile"tdoort0.0t0.13533485513227012
153t"refrigerator"theadertdoort0.0t0.09566305542517388
154t"refrigerator"tringt"mortise lock"t0.0t0.09735809545123038
155t"refrigerator"tkeywayt"mortise lock"t0.0t0.17607189345646407
156t"refrigerator"t"cotter pin"t"mortise lock"t0.0t0.21309811763046232
157t"refrigerator"tspringt"mortise lock"t0.0t0.0867165800213557
158t"refrigerator"t"rotor"t"mortise lock"t0.0t0.19720464334243906
159t"refrigerator"tcylinder caset"mortise lock"t0.0t0.3115643054223665
160t"refrigerator"tkeyt"mortise lock"t0.0t0.09816832772312004
161t"refrigerator"t"faceplate"t"mortise lock"t0.0t0.27013646113295814
162t"refrigerator"t"dead bolt"t"mortise lock"t0.0t0.15166979659263907
163t"refrigerator"tcylindert"mortise lock"t0.0t0.31818798397230214
164t"refrigerator"t"stator"t"mortise lock"t0.0t0.15613322832638368
165t"refrigerator"t"strike plate"t"mortise lock"t0.0t0.15089454810191125
166t"refrigerator"t"valve seat shaft"t"toilet"t0.0t0.24946874231343205
167t"refrigerator"t"tank lid"t"toilet"t0.0t0.27681639747106407
168t"refrigerator"tconical washert"toilet"t0.0t0.35662721423123933
169t"refrigerator"t"lift chain"t"toilet"t0.0t0.09286796572739209
170t"refrigerator"t"seat"t"toilet"t0.0t0.10080483852625417
171t"refrigerator"t"shutoff valve"t"toilet"t0.0t0.33004589783977456
172t"refrigerator"t"trip lever"t"toilet"t0.0t0.11752621397558335
173t"refrigerator"tball-cock supply valvet"toilet"t0.0t0.23448821100279685
174t"refrigerator"t"toilet bowl"t"toilet"t0.0t0.37004946342320155
175t"refrigerator"tflush handlet"toilet"t0.0t0.13009195372813726
176t"refrigerator"twax sealt"toilet"t0.0t0.15518505549740602
177t"refrigerator"t"tank ball"t"toilet"t0.0t0.1391543612665738
178t"refrigerator"t"float ball"t"toilet"t0.0t0.10811323781049319
179t"refrigerator"t"filler tube"t"toilet"t0.0t0.24712279558987327
180t"refrigerator"t"waste pipe"t"toilet"t0.0t0.20840822112146243
181t"refrigerator"t"seat cover"t"toilet"t0.0t0.13333423186613394
182t"refrigerator"t"cold-water supply line"t"toilet"t0.0t0.1476295249887261
183t"refrigerator"t"overflow tube"t"toilet"t0.0t0.2337304453938785
184t"refrigerator"t"trap"t"toilet"t0.0t0.12145318987650155
185t"refrigerator"t"refill tube"t"toilet"t0.0t0.3144409178047699
186tdishwashertpillowtbedt0.0t0.22067132352520047
187tdishwashert"bolster"tbedt0.0t0.08770500602048313
188tdishwashert"mattress cover"tbedt0.0t0.23746691544895746
189tdishwashertlegtbedt0.0t0.08503096638932209
190tdishwashertbox springtbedt0.0t0.17180329504002584
191tdishwashertheadboardtbedt0.0t0.2670125884378631
192tdishwashert"mattress"tbedt0.0t0.32443042760644053
193tdishwashert"pillow protector"tbedt0.0t0.15278851188028406
194tdishwashert"elastic"tbedt0.0t0.1016009473885521
195tdishwashert"footboard"tbedt0.0t0.20343324199515192
196tdishwashert"switch"t"refrigerator"t0.0t0.17365087220303457
197tdishwashert"refrigerator compartment"t"refrigerator"t0.0t0.38921082291535947
198tdishwashert"egg tray"t"refrigerator"t0.0t0.2646846036370099
199tdishwashertshelf channelt"refrigerator"t0.0t0.16885252537079587
200tdishwashert"magnetic gasket"t"refrigerator"t0.0t0.23662872031252483
201tdishwashert"storage door"t"refrigerator"t0.0t0.22456075699213882
202tdishwashertfreezer doort"refrigerator"t0.0t0.3440993923715112
203tdishwashertguard railt"refrigerator"t0.0t0.11831616548859172
204tdishwashertcrispert"refrigerator"t0.0t0.11437867476051354
205tdishwashertglass covert"refrigerator"t0.0t0.2036053916281194
206tdishwashert"butter compartment"t"refrigerator"t0.0t0.22373439327964495
207tdishwashert"thermostat control"t"refrigerator"t0.0t0.29159486436234694
208tdishwashert"freezer compartment"t"refrigerator"t0.0t0.5055030781989048
209tdishwashert"ice cube tray"t"refrigerator"t0.0t0.31857756822951794
210tdishwashert"meat keeper"t"refrigerator"t0.0t0.20277510733922904
211tdishwashert"door stop"t"refrigerator"t0.0t0.1557745564328873
212tdishwashertshelft"refrigerator"t0.0t0.1959533696615546
213tdishwashert"dairy compartment"t"refrigerator"t0.0t0.19936558665139983
214tdishwashertdoor shelft"refrigerator"t0.0t0.2137679831686787
215tdishwashertdrain hosetdishwashert1.0t0.3481626346116812
216tdishwashert"overflow protection switch"tdishwashert1.0t0.17956469992388902
217tdishwashert"tub"tdishwashert1.0t0.4784981370072984
218tdishwashertpumptdishwashert1.0t0.17482771316300771
219tdishwashert"gasket"tdishwashert1.0t0.31255629643369703
220tdishwashert"water hose"tdishwashert1.0t0.37032615492613913
221tdishwashert"heating element"tdishwashert1.0t0.21156043629901142
222tdishwashertracktdishwashert1.0t0.23914317983891265
223tdishwashert"cutlery basket"tdishwashert1.0t0.3160454677568658
224tdishwashert"wash tower"tdishwashert1.0t0.28337373016895007
225tdishwashert"motor"tdishwashert1.0t0.18739160284675055
226tdishwashert"detergent dispenser"tdishwashert1.0t0.4345807674573034
227tdishwashertslidetdishwashert1.0t0.12268141095119471
228tdishwashert"leveling foot"tdishwashert1.0t0.07987773681565745
229tdishwashert"insulating material"tdishwashert1.0t0.18028282338429907
230tdishwashertspray armtdishwashert1.0t0.15861055447874844
231tdishwashertrinse-aid dispensertdishwashert1.0t0.3809020642590477
232tdishwashertlocktdoort0.0t0.1175177571421647
233tdishwashertcornicetdoort0.0t0.17968684276156904
234tdishwashert"hanging stile"tdoort0.0t0.09854789209543217
235tdishwashert"entablature"tdoort0.0t0.10260759145159891
236tdishwashert"top rail"tdoort0.0t0.13184859837631588
237tdishwashertmiddle paneltdoort0.0t0.11820938000067846
238tdishwashert"bottom rail"tdoort0.0t0.15818791420434974
239tdishwashertpaneltdoort0.0t0.12331089407145042
240tdishwashertjambtdoort0.0t0.27184234553647435
241tdishwashertdoorknobtdoort0.0t0.344857908978871
242tdishwashert"threshold"tdoort0.0t0.09492918846904194
243tdishwashert"weatherboard"tdoort0.0t0.21587648029872944
244tdishwashertlock railtdoort0.0t0.17278588147500673
245tdishwashert"shutting stile"tdoort0.0t0.12153654198096006
246tdishwashertheadertdoort0.0t0.09708279315784446
247tdishwashertringt"mortise lock"t0.0t0.12275364828415454
248tdishwashertkeywayt"mortise lock"t0.0t0.2161226810482315
249tdishwashert"cotter pin"t"mortise lock"t0.0t0.2317343869261256
250tdishwashertspringt"mortise lock"t0.0t0.1281740227986248
251tdishwashert"rotor"t"mortise lock"t0.0t0.20705644782104635
252tdishwashertcylinder caset"mortise lock"t0.0t0.22296594324821115
253tdishwashertkeyt"mortise lock"t0.0t0.10394111781844395
254tdishwashert"faceplate"t"mortise lock"t0.0t0.2691472244685519
255tdishwashert"dead bolt"t"mortise lock"t0.0t0.09800694363904999
256tdishwashertcylindert"mortise lock"t0.0t0.2649874126752449
257tdishwashert"stator"t"mortise lock"t0.0t0.21268319047973308
258tdishwashert"strike plate"t"mortise lock"t0.0t0.10330847776876559
259tdishwashert"valve seat shaft"t"toilet"t0.0t0.26593764814388043
260tdishwashert"tank lid"t"toilet"t0.0t0.24191059879370164
261tdishwashertconical washert"toilet"t0.0t0.3995824990243984
262tdishwashert"lift chain"t"toilet"t0.0t0.14922370602416363
263tdishwashert"seat"t"toilet"t0.0t0.11773235312050037
264tdishwashert"shutoff valve"t"toilet"t0.0t0.3916517055788018
265tdishwashert"trip lever"t"toilet"t0.0t0.1561499115050697
266tdishwashertball-cock supply valvet"toilet"t0.0t0.28605902055634974
267tdishwashert"toilet bowl"t"toilet"t0.0t0.3739120810631212
268tdishwashertflush handlet"toilet"t0.0t0.1505264970353516
269tdishwashertwax sealt"toilet"t0.0t0.12008831287783414
270tdishwashert"tank ball"t"toilet"t0.0t0.21274446497053864
271tdishwashert"float ball"t"toilet"t0.0t0.12997538691802749
272tdishwashert"filler tube"t"toilet"t0.0t0.24009898220667064
273tdishwashert"waste pipe"t"toilet"t0.0t0.23612663172953907
274tdishwashert"seat cover"t"toilet"t0.0t0.1287053067727743
275tdishwashert"cold-water supply line"t"toilet"t0.0t0.15231814750546777
276tdishwashert"overflow tube"t"toilet"t0.0t0.2550155864149468
277tdishwashert"trap"t"toilet"t0.0t0.10600898826284155
278tdishwashert"refill tube"t"toilet"t0.0t0.3064415528120888
279tdoortpillowtbedt0.0t0.19306715564708454
280tdoort"bolster"tbedt0.0t0.0954355019965698
281tdoort"mattress cover"tbedt0.0t0.15891630858273056
282tdoortlegtbedt0.0t0.14360826501413723
283tdoortbox springtbedt0.0t0.220502545865991
284tdoortheadboardtbedt0.0t0.21427025418827364
285tdoort"mattress"tbedt0.0t0.17710582058007612
286tdoort"pillow protector"tbedt0.0t0.17629669780167356
287tdoort"elastic"tbedt0.0t0.09310032118501442
288tdoort"footboard"tbedt0.0t0.15640032016249195
289tdoort"switch"t"refrigerator"t0.0t0.14860996377032468
290tdoort"refrigerator compartment"t"refrigerator"t0.0t0.3613177431822509
291tdoort"egg tray"t"refrigerator"t0.0t0.20219103081379455
292tdoortshelf channelt"refrigerator"t0.0t0.14748361872965224
293tdoort"magnetic gasket"t"refrigerator"t0.0t0.14952121132923446
294tdoort"storage door"t"refrigerator"t0.0t0.6537492551712984
295tdoortfreezer doort"refrigerator"t0.0t0.6845473068743066
296tdoortguard railt"refrigerator"t0.0t0.16678744298955628
297tdoortcrispert"refrigerator"t0.0t0.08988592764719704
298tdoortglass covert"refrigerator"t0.0t0.2436321611586964
299tdoort"butter compartment"t"refrigerator"t0.0t0.2309480243020309
300tdoort"thermostat control"t"refrigerator"t0.0t0.18442094631352615
301tdoort"freezer compartment"t"refrigerator"t0.0t0.22577786886050835
302tdoort"ice cube tray"t"refrigerator"t0.0t0.16496069831988153
303tdoort"meat keeper"t"refrigerator"t0.0t0.11299285981376354
304tdoort"door stop"t"refrigerator"t0.0t0.7166065585345222
305tdoortshelft"refrigerator"t0.0t0.14336820526936436
306tdoort"dairy compartment"t"refrigerator"t0.0t0.22896252376435897
307tdoortdoor shelft"refrigerator"t0.0t0.657346227948935
308tdoortdrain hosetdishwashert0.0t0.21025601719952866
309tdoort"overflow protection switch"tdishwashert0.0t0.12218537600318297
310tdoort"tub"tdishwashert0.0t0.2478710253001212
311tdoortpumptdishwashert0.0t0.12038924145131531
312tdoort"gasket"tdishwashert0.0t0.21275174183372045
313tdoort"water hose"tdishwashert0.0t0.15597897562000262
314tdoort"heating element"tdishwashert0.0t0.0757064478087249
315tdoortracktdishwashert0.0t0.14150471073590895
316tdoort"cutlery basket"tdishwashert0.0t0.16805394263697002
317tdoort"wash tower"tdishwashert0.0t0.13637328734480633
318tdoort"motor"tdishwashert0.0t0.1533056432950732
319tdoort"detergent dispenser"tdishwashert0.0t0.18952243049584847
320tdoortslidetdishwashert0.0t0.12427696726635562
321tdoort"leveling foot"tdishwashert0.0t0.15077171036017317
322tdoort"insulating material"tdishwashert0.0t0.1186256931167522
323tdoortspray armtdishwashert0.0t0.15781176843397998
324tdoortrinse-aid dispensertdishwashert0.0t0.20786295165106464
325tdoortlocktdoort1.0t0.2734345679329584
326tdoortcornicetdoort1.0t0.22016297849225563
327tdoort"hanging stile"tdoort1.0t0.24436375905660201
328tdoort"entablature"tdoort1.0t0.13614718724909383
329tdoort"top rail"tdoort1.0t0.12286874990320082
330tdoortmiddle paneltdoort1.0t0.1804374240886092
331tdoort"bottom rail"tdoort1.0t0.1289885760930567
332tdoortpaneltdoort1.0t0.16383753498968864
333tdoortjambtdoort1.0t0.3713456976706376
334tdoortdoorknobtdoort1.0t0.40189792406992175
335tdoort"threshold"tdoort1.0t0.14541507676000195
336tdoort"weatherboard"tdoort1.0t0.20930965530159448
337tdoortlock railtdoort1.0t0.18173763208254515
338tdoort"shutting stile"tdoort1.0t0.19901164280970998
339tdoortheadertdoort1.0t0.10670509022139339
340tdoortringt"mortise lock"t0.0t0.1734517626828294
341tdoortkeywayt"mortise lock"t0.0t0.18616368387012885
342tdoort"cotter pin"t"mortise lock"t0.0t0.1741804006467457
343tdoortspringt"mortise lock"t0.0t0.16915865687607057
344tdoort"rotor"t"mortise lock"t0.0t0.1428101953217831
345tdoortcylinder caset"mortise lock"t0.0t0.20548330797621256
346tdoortkeyt"mortise lock"t0.0t0.18414141237285914
347tdoort"faceplate"t"mortise lock"t0.0t0.19615185015046097
348tdoort"dead bolt"t"mortise lock"t0.0t0.24111697463307072
349tdoortcylindert"mortise lock"t0.0t0.2280990042420934
350tdoort"stator"t"mortise lock"t0.0t0.08089138209122906
351tdoort"strike plate"t"mortise lock"t0.0t0.1468898146608489
352tdoort"valve seat shaft"t"toilet"t0.0t0.26526437761025573
353tdoort"tank lid"t"toilet"t0.0t0.2303792861611171
354tdoortconical washert"toilet"t0.0t0.16819881904081063
355tdoort"lift chain"t"toilet"t0.0t0.09252923423767737
356tdoort"seat"t"toilet"t0.0t0.23565855432876484
357tdoort"shutoff valve"t"toilet"t0.0t0.25477958959882446
358tdoort"trip lever"t"toilet"t0.0t0.22674489313682927
359tdoortball-cock supply valvet"toilet"t0.0t0.1267322849373717
360tdoort"toilet bowl"t"toilet"t0.0t0.18232686421003835
361tdoortflush handlet"toilet"t0.0t0.22205010098528274
362tdoortwax sealt"toilet"t0.0t0.10806634255620871
363tdoort"tank ball"t"toilet"t0.0t0.17887743787018395
364tdoort"float ball"t"toilet"t0.0t0.0834239097724012
365tdoort"filler tube"t"toilet"t0.0t0.11263328344135963
366tdoort"waste pipe"t"toilet"t0.0t0.12571427686847417
367tdoort"seat cover"t"toilet"t0.0t0.19809926778885864
368tdoort"cold-water supply line"t"toilet"t0.0t0.12399380806071932
369tdoort"overflow tube"t"toilet"t0.0t0.12612603037539366
370tdoort"trap"t"toilet"t0.0t0.2307726250986058
371tdoort"refill tube"t"toilet"t0.0t0.1296601123610492
372t"mortise lock"tpillowtbedt0.0t0.15734901617258087
373t"mortise lock"t"bolster"tbedt0.0t0.1256690940509562
374t"mortise lock"t"mattress cover"tbedt0.0t0.15813711852397355
375t"mortise lock"tlegtbedt0.0t0.1313810086229575
376t"mortise lock"tbox springtbedt0.0t0.15304822254098285
377t"mortise lock"theadboardtbedt0.0t0.3278662406177201
378t"mortise lock"t"mattress"tbedt0.0t0.18879541608224398
379t"mortise lock"t"pillow protector"tbedt0.0t0.17998312174786876
380t"mortise lock"t"elastic"tbedt0.0t0.27102737889335937
381t"mortise lock"t"footboard"tbedt0.0t0.30519129108588045
382t"mortise lock"t"switch"t"refrigerator"t0.0t0.193228341086963
383t"mortise lock"t"refrigerator compartment"t"refrigerator"t0.0t0.2231613712750687
384t"mortise lock"t"egg tray"t"refrigerator"t0.0t0.16796048193782134
385t"mortise lock"tshelf channelt"refrigerator"t0.0t0.16003913557939015
386t"mortise lock"t"magnetic gasket"t"refrigerator"t0.0t0.22278041026247644
387t"mortise lock"t"storage door"t"refrigerator"t0.0t0.22191801616878204
388t"mortise lock"tfreezer doort"refrigerator"t0.0t0.25423895529673335
389t"mortise lock"tguard railt"refrigerator"t0.0t0.19045301607798168
390t"mortise lock"tcrispert"refrigerator"t0.0t0.10612129671174027
391t"mortise lock"tglass covert"refrigerator"t0.0t0.2574500800241776
392t"mortise lock"t"butter compartment"t"refrigerator"t0.0t0.23364381624641406
393t"mortise lock"t"thermostat control"t"refrigerator"t0.0t0.24699562826077492
394t"mortise lock"t"freezer compartment"t"refrigerator"t0.0t0.3072872675098237
395t"mortise lock"t"ice cube tray"t"refrigerator"t0.0t0.27831323744446945
396t"mortise lock"t"meat keeper"t"refrigerator"t0.0t0.19049739422882633
397t"mortise lock"t"door stop"t"refrigerator"t0.0t0.17408802227041992
398t"mortise lock"tshelft"refrigerator"t0.0t0.13336157544505953
399t"mortise lock"t"dairy compartment"t"refrigerator"t0.0t0.1508847718835242
400t"mortise lock"tdoor shelft"refrigerator"t0.0t0.212329279508292
401t"mortise lock"tdrain hosetdishwashert0.0t0.21815444766192651
402t"mortise lock"t"overflow protection switch"tdishwashert0.0t0.16458497896275165
403t"mortise lock"t"tub"tdishwashert0.0t0.22818710310181772
404t"mortise lock"tpumptdishwashert0.0t0.21657848076137926
405t"mortise lock"t"gasket"tdishwashert0.0t0.2857470296598685
406t"mortise lock"t"water hose"tdishwashert0.0t0.17058133171813664
407t"mortise lock"t"heating element"tdishwashert0.0t0.17081376153052802
408t"mortise lock"tracktdishwashert0.0t0.3031022549583138
409t"mortise lock"t"cutlery basket"tdishwashert0.0t0.18346217408583587
410t"mortise lock"t"wash tower"tdishwashert0.0t0.16140309461496352
411t"mortise lock"t"motor"tdishwashert0.0t0.14959562957741554
412t"mortise lock"t"detergent dispenser"tdishwashert0.0t0.20833782175903962
413t"mortise lock"tslidetdishwashert0.0t0.17534363067205666
414t"mortise lock"t"leveling foot"tdishwashert0.0t0.1985907585093295
415t"mortise lock"t"insulating material"tdishwashert0.0t0.14339269710970112
416t"mortise lock"tspray armtdishwashert0.0t0.13214098901054167
417t"mortise lock"trinse-aid dispensertdishwashert0.0t0.13955762383059928
418t"mortise lock"tlocktdoort0.0t0.6693180695110006
419t"mortise lock"tcornicetdoort0.0t0.2953594735507784
420t"mortise lock"t"hanging stile"tdoort0.0t0.2688153228294936
421t"mortise lock"t"entablature"tdoort0.0t0.31632699262096453
422t"mortise lock"t"top rail"tdoort0.0t0.19831258007737876
423t"mortise lock"tmiddle paneltdoort0.0t0.15131702029538
424t"mortise lock"t"bottom rail"tdoort0.0t0.22298160995723262
425t"mortise lock"tpaneltdoort0.0t0.1331742335062908
426t"mortise lock"tjambtdoort0.0t0.5451062779884773
427t"mortise lock"tdoorknobtdoort0.0t0.26784120520485327
428t"mortise lock"t"threshold"tdoort0.0t0.12927577140890362
429t"mortise lock"t"weatherboard"tdoort0.0t0.27778466385090367
430t"mortise lock"tlock railtdoort0.0t0.48816007639522513
431t"mortise lock"t"shutting stile"tdoort0.0t0.20262590347572673
432t"mortise lock"theadertdoort0.0t0.1632280618680013
