troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.9940360858043147
1tbedt"bolster"tbedt1.0t0.9727833179619022
2tbedt"mattress cover"tbedt1.0t0.9935286975056149
96t"refrigerator"tlegtbedt0.0t0.76527705453123
97t"refrigerator"tbox springtbedt0.0t0.980645367630101
98t"refrigerator"theadboardtbedt0.0t0.9717686884240876
99t"refrigerator"t"mattress"tbedt0.0t0.9776187928430717
100t"refrigerator"t"pillow protector"tbedt0.0t0.920704251588544
101t"refrigerator"t"elastic"tbedt0.0t0.7385300639546943
102t"refrigerator"t"footboard"tbedt0.0t0.9719945838626403
103t"refrigerator"t"switch"t"refrigerator"t1.0t0.9733011913451787
104t"refrigerator"t"refrigerator compartment"t"refrigerator"t1.0t0.990189486516037
105t"refrigerator"t"egg tray"t"refrigerator"t1.0t0.9868113809447234
106t"refrigerator"tshelf channelt"refrigerator"t1.0t0.9789306740826345
107t"refrigerator"t"magnetic gasket"t"refrigerator"t1.0t0.9408937793249297
108t"refrigerator"t"storage door"t"refrigerator"t1.0t0.9780335332745133
109t"refrigerator"tfreezer doort"refrigerator"t1.0t0.9792067958465532
110t"refrigerator"tguard railt"refrigerator"t1.0t0.9486728292730178
111t"refrigerator"tcrispert"refrigerator"t1.0t0.8610011692078966
112t"refrigerator"tglass covert"refrigerator"t1.0t0.9822715846835324
113t"refrigerator"t"butter compartment"t"refrigerator"t1.0t0.9547688725803127
114t"refrigerator"t"thermostat control"t"refrigerator"t1.0t0.9220124592862703
115t"refrigerator"t"freezer compartment"t"refrigerator"t1.0t0.9572827257031988
116t"refrigerator"t"ice cube tray"t"refrigerator"t1.0t0.9833269862845809
117t"refrigerator"t"meat keeper"t"refrigerator"t1.0t0.9519617018381288
118t"refrigerator"t"door stop"t"refrigerator"t1.0t0.9516647252112395
119t"refrigerator"tshelft"refrigerator"t1.0t0.9883543083156983
120t"refrigerator"t"dairy compartment"t"refrigerator"t1.0t0.9817062713658089
121t"refrigerator"tdoor shelft"refrigerator"t1.0t0.9788522477396806
122t"refrigerator"tdrain hosetdishwashert0.0t0.9613973138610243
123t"refrigerator"t"overflow protection switch"tdishwashert0.0t0.9413486853537834
124t"refrigerator"t"tub"tdishwashert0.0t0.9857068426615204
125t"refrigerator"tpumptdishwashert0.0t0.9854839142975366
126t"refrigerator"t"gasket"tdishwashert0.0t0.8991826925460551
127t"refrigerator"t"water hose"tdishwashert0.0t0.9905469731829313
128t"refrigerator"t"heating element"tdishwashert0.0t0.9486431509892512
129t"refrigerator"tracktdishwashert0.0t0.9834489356693852
130t"refrigerator"t"cutlery basket"tdishwashert0.0t0.993228749712211
131t"refrigerator"t"wash tower"tdishwashert0.0t0.9263723355192836
132t"refrigerator"t"motor"tdishwashert0.0t0.9677344438196288
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t0.9752325143383329
134t"refrigerator"tslidetdishwashert0.0t0.975831852762502
135t"refrigerator"t"leveling foot"tdishwashert0.0t0.877775821831765
136t"refrigerator"t"insulating material"tdishwashert0.0t0.8734213514842926
137t"refrigerator"tspray armtdishwashert0.0t0.9715111583027644
138t"refrigerator"trinse-aid dispensertdishwashert0.0t0.9276752461253246
139t"refrigerator"tlocktdoort0.0t0.9725841146632284
140t"refrigerator"tcornicetdoort0.0t0.9731529106838056
141t"refrigerator"t"hanging stile"tdoort0.0t0.9615396833073813
142t"refrigerator"t"entablature"tdoort0.0t0.9452335910153296
143t"refrigerator"t"top rail"tdoort0.0t0.9501284912756255
144t"refrigerator"tmiddle paneltdoort0.0t0.9101679073771112
145t"refrigerator"t"bottom rail"tdoort0.0t0.9528008865092321
146t"refrigerator"tpaneltdoort0.0t0.9493592348090419
147t"refrigerator"tjambtdoort0.0t0.9224696298287097
148t"refrigerator"tdoorknobtdoort0.0t0.9864861633525183
149t"refrigerator"t"threshold"tdoort0.0t0.9600857122683214
150t"refrigerator"t"weatherboard"tdoort0.0t0.8783630956469843
151t"refrigerator"tlock railtdoort0.0t0.9914434909278782
152t"refrigerator"t"shutting stile"tdoort0.0t0.9703961689775438
153t"refrigerator"theadertdoort0.0t0.8857279113253793
154t"refrigerator"tringt"mortise lock"t0.0t0.9571878210631732
155t"refrigerator"tkeywayt"mortise lock"t0.0t0.9693478364272125
156t"refrigerator"t"cotter pin"t"mortise lock"t0.0t0.896058956834023
157t"refrigerator"tspringt"mortise lock"t0.0t0.9773512769568456
158t"refrigerator"t"rotor"t"mortise lock"t0.0t0.965862878567775
159t"refrigerator"tcylinder caset"mortise lock"t0.0t0.90893526967321
160t"refrigerator"tkeyt"mortise lock"t0.0t0.9756350792179315
161t"refrigerator"t"faceplate"t"mortise lock"t0.0t0.9432538692027559
162t"refrigerator"t"dead bolt"t"mortise lock"t0.0t0.9856959867728654
163t"refrigerator"tcylindert"mortise lock"t0.0t0.9434728677584863
164t"refrigerator"t"stator"t"mortise lock"t0.0t0.9411187274399524
165t"refrigerator"t"strike plate"t"mortise lock"t0.0t0.9847514211460783
166t"refrigerator"t"valve seat shaft"t"toilet"t0.0t0.9838413662352963
167t"refrigerator"t"tank lid"t"toilet"t0.0t0.9428840228373379
168t"refrigerator"tconical washert"toilet"t0.0t0.9870355875892424
169t"refrigerator"t"lift chain"t"toilet"t0.0t0.9800956290459055
170t"refrigerator"t"seat"t"toilet"t0.0t0.8904844387856684
171t"refrigerator"t"shutoff valve"t"toilet"t0.0t0.9435751829267764
172t"refrigerator"t"trip lever"t"toilet"t0.0t0.9354439981671806
173t"refrigerator"tball-cock supply valvet"toilet"t0.0t0.939499091392051
174t"refrigerator"t"toilet bowl"t"toilet"t0.0t0.9796871893219424
175t"refrigerator"tflush handlet"toilet"t0.0t0.9885175822519996
176t"refrigerator"twax sealt"toilet"t0.0t0.9732858947760626
177t"refrigerator"t"tank ball"t"toilet"t0.0t0.9105519793687179
178t"refrigerator"t"float ball"t"toilet"t0.0t0.9343132320144792
179t"refrigerator"t"filler tube"t"toilet"t0.0t0.9306658027019049
180t"refrigerator"t"waste pipe"t"toilet"t0.0t0.9806365130331963
181t"refrigerator"t"seat cover"t"toilet"t0.0t0.9655964383297955
182t"refrigerator"t"cold-water supply line"t"toilet"t0.0t0.9869307523895776
183t"refrigerator"t"overflow tube"t"toilet"t0.0t0.9165024966616913
184t"refrigerator"t"trap"t"toilet"t0.0t0.9428097115436471
185t"refrigerator"t"refill tube"t"toilet"t0.0t0.9486367487073194
186tdishwashertpillowtbedt0.0t0.9888006528114501
187tdishwashert"bolster"tbedt0.0t0.9529788648761948
188tdishwashert"mattress cover"tbedt0.0t0.9940132905681546
189tdishwashertlegtbedt0.0t0.8130655134728991
190tdishwashertbox springtbedt0.0t0.9843441112019191
191tdishwashertheadboardtbedt0.0t0.9773353130038518
192tdishwashert"mattress"tbedt0.0t0.9962532967732421
193tdishwashert"pillow protector"tbedt0.0t0.9577780247932914
194tdishwashert"elastic"tbedt0.0t0.7841975911781865
195tdishwashert"footboard"tbedt0.0t0.9921176748480892
196tdishwashert"switch"t"refrigerator"t0.0t0.9832905489739607
197tdishwashert"refrigerator compartment"t"refrigerator"t0.0t0.9934243249941381
198tdishwashert"egg tray"t"refrigerator"t0.0t0.9948733137192641
199tdishwashertshelf channelt"refrigerator"t0.0t0.9902408287147909
200tdishwashert"magnetic gasket"t"refrigerator"t0.0t0.9726248191434737
201tdishwashert"storage door"t"refrigerator"t0.0t0.9939869855153353
202tdishwashertfreezer doort"refrigerator"t0.0t0.9956627189130768
203tdishwashertguard railt"refrigerator"t0.0t0.9577436800041501
204tdishwashertcrispert"refrigerator"t0.0t0.8627615048416837
205tdishwashertglass covert"refrigerator"t0.0t0.9940627376386594
206tdishwashert"butter compartment"t"refrigerator"t0.0t0.9810007192547266
207tdishwashert"thermostat control"t"refrigerator"t0.0t0.9594839408979745
208tdishwashert"freezer compartment"t"refrigerator"t0.0t0.9601131700619145
209tdishwashert"ice cube tray"t"refrigerator"t0.0t0.996561398691993
210tdishwashert"meat keeper"t"refrigerator"t0.0t0.974453598677405
211tdishwashert"door stop"t"refrigerator"t0.0t0.9805280087775647
212tdishwashertshelft"refrigerator"t0.0t0.9937732341325284
213tdishwashert"dairy compartment"t"refrigerator"t0.0t0.98380107266558
214tdishwashertdoor shelft"refrigerator"t0.0t0.9957191262371861
215tdishwashertdrain hosetdishwashert1.0t0.9863345769728747
216tdishwashert"overflow protection switch"tdishwashert1.0t0.9745257520804189
217tdishwashert"tub"tdishwashert1.0t0.9897472026215309
218tdishwashertpumptdishwashert1.0t0.9963639948488802
219tdishwashert"gasket"tdishwashert1.0t0.9182149251584979
220tdishwashert"water hose"tdishwashert1.0t0.996814797063524
221tdishwashert"heating element"tdishwashert1.0t0.9754435874830892
222tdishwashertracktdishwashert1.0t0.9789956865497907
223tdishwashert"cutlery basket"tdishwashert1.0t0.9949278884536809
224tdishwashert"wash tower"tdishwashert1.0t0.945567957914343
225tdishwashert"motor"tdishwashert1.0t0.9903410443138704
226tdishwashert"detergent dispenser"tdishwashert1.0t0.9901637221081938
227tdishwashertslidetdishwashert1.0t0.9932817507591802
228tdishwashert"leveling foot"tdishwashert1.0t0.9136014783314226
229tdishwashert"insulating material"tdishwashert1.0t0.9021618331062667
230tdishwashertspray armtdishwashert1.0t0.9925066835224374
231tdishwashertrinse-aid dispensertdishwashert1.0t0.9515916783045318
232tdishwashertlocktdoort0.0t0.9907267213706187
233tdishwashertcornicetdoort0.0t0.986486702323799
234tdishwashert"hanging stile"tdoort0.0t0.98501379112572
235tdishwashert"entablature"tdoort0.0t0.966297092622073
236tdishwashert"top rail"tdoort0.0t0.9671014152557962
237tdishwashertmiddle paneltdoort0.0t0.9316834017242449
238tdishwashert"bottom rail"tdoort0.0t0.9688321184330726
239tdishwashertpaneltdoort0.0t0.9696422953701644
240tdishwashertjambtdoort0.0t0.9527054557416038
241tdishwashertdoorknobtdoort0.0t0.9735060793097425
242tdishwashert"threshold"tdoort0.0t0.9600601530419852
243tdishwashert"weatherboard"tdoort0.0t0.9073184349563236
244tdishwashertlock railtdoort0.0t0.9926519126748068
245tdishwashert"shutting stile"tdoort0.0t0.9776197843122185
246tdishwashertheadertdoort0.0t0.9152318884006401
247tdishwashertringt"mortise lock"t0.0t0.9710240682381415
248tdishwashertkeywayt"mortise lock"t0.0t0.9870752925463953
249tdishwashert"cotter pin"t"mortise lock"t0.0t0.923950075302756
250tdishwashertspringt"mortise lock"t0.0t0.9824710635055383
251tdishwashert"rotor"t"mortise lock"t0.0t0.9842349351669933
252tdishwashertcylinder caset"mortise lock"t0.0t0.9497230553394185
253tdishwashertkeyt"mortise lock"t0.0t0.9882915604112676
254tdishwashert"faceplate"t"mortise lock"t0.0t0.9744732453411346
255tdishwashert"dead bolt"t"mortise lock"t0.0t0.9965719210276475
256tdishwashertcylindert"mortise lock"t0.0t0.9704462235889179
257tdishwashert"stator"t"mortise lock"t0.0t0.9561242736721897
258tdishwashert"strike plate"t"mortise lock"t0.0t0.9707105696079891
259tdishwashert"valve seat shaft"t"toilet"t0.0t0.9942193132398417
260tdishwashert"tank lid"t"toilet"t0.0t0.9613100982867931
261tdishwashertconical washert"toilet"t0.0t0.9878095293847936
262tdishwashert"lift chain"t"toilet"t0.0t0.9881003071390858
263tdishwashert"seat"t"toilet"t0.0t0.9062020264849081
264tdishwashert"shutoff valve"t"toilet"t0.0t0.9625959207158551
265tdishwashert"trip lever"t"toilet"t0.0t0.9683434703377489
266tdishwashertball-cock supply valvet"toilet"t0.0t0.972674688058195
267tdishwashert"toilet bowl"t"toilet"t0.0t0.9960774278627272
268tdishwashertflush handlet"toilet"t0.0t0.997389752740813
269tdishwashertwax sealt"toilet"t0.0t0.983169308967497
270tdishwashert"tank ball"t"toilet"t0.0t0.9422631029200589
271tdishwashert"float ball"t"toilet"t0.0t0.9629082830799204
272tdishwashert"filler tube"t"toilet"t0.0t0.9626725803426306
273tdishwashert"waste pipe"t"toilet"t0.0t0.9904686622891832
274tdishwashert"seat cover"t"toilet"t0.0t0.9892030868758349
275tdishwashert"cold-water supply line"t"toilet"t0.0t0.9850049440401073
276tdishwashert"overflow tube"t"toilet"t0.0t0.9544665305736862
277tdishwashert"trap"t"toilet"t0.0t0.9695029432083218
278tdishwashert"refill tube"t"toilet"t0.0t0.9703415303551677
279tdoortpillowtbedt0.0t0.981132352986776
280tdoort"bolster"tbedt0.0t0.9693063346525268
281tdoort"mattress cover"tbedt0.0t0.9740786573904521
282tdoortlegtbedt0.0t0.8221132988820065
283tdoortbox springtbedt0.0t0.9802005261721685
284tdoortheadboardtbedt0.0t0.9662289594771223
285tdoort"mattress"tbedt0.0t0.9848189412840774
286tdoort"pillow protector"tbedt0.0t0.9710763509737583
287tdoort"elastic"tbedt0.0t0.7946257102388398
288tdoort"footboard"tbedt0.0t0.9772455689748785
289tdoort"switch"t"refrigerator"t0.0t0.9778421491657536
290tdoort"refrigerator compartment"t"refrigerator"t0.0t0.9771234209859772
291tdoort"egg tray"t"refrigerator"t0.0t0.9899336091015184
292tdoortshelf channelt"refrigerator"t0.0t0.9683028328654314
293tdoort"magnetic gasket"t"refrigerator"t0.0t0.963218071659192
294tdoort"storage door"t"refrigerator"t0.0t0.9883595137513213
295tdoortfreezer doort"refrigerator"t0.0t0.9854193133432837
296tdoortguard railt"refrigerator"t0.0t0.9706102562901386
297tdoortcrispert"refrigerator"t0.0t0.8530608792668298
298tdoortglass covert"refrigerator"t0.0t0.9864844236131745
299tdoort"butter compartment"t"refrigerator"t0.0t0.9677282838976005
300tdoort"thermostat control"t"refrigerator"t0.0t0.9736205851172939
301tdoort"freezer compartment"t"refrigerator"t0.0t0.9677481208893354
302tdoort"ice cube tray"t"refrigerator"t0.0t0.9734173502064887
303tdoort"meat keeper"t"refrigerator"t0.0t0.9719471254668365
304tdoort"door stop"t"refrigerator"t0.0t0.9690811731209887
305tdoortshelft"refrigerator"t0.0t0.9872103925472003
306tdoort"dairy compartment"t"refrigerator"t0.0t0.9716684499151029
307tdoortdoor shelft"refrigerator"t0.0t0.9768548755245822
308tdoortdrain hosetdishwashert0.0t0.9672712716138119
309tdoort"overflow protection switch"tdishwashert0.0t0.9530828746676664
310tdoort"tub"tdishwashert0.0t0.9789816781595337
311tdoortpumptdishwashert0.0t0.9728235307451519
312tdoort"gasket"tdishwashert0.0t0.9277410484878233
313tdoort"water hose"tdishwashert0.0t0.9784348205600637
314tdoort"heating element"tdishwashert0.0t0.9603502496248278
315tdoortracktdishwashert0.0t0.9581917080755262
316tdoort"cutlery basket"tdishwashert0.0t0.9727052285431691
317tdoort"wash tower"tdishwashert0.0t0.9466700777668773
318tdoort"motor"tdishwashert0.0t0.9674752997507781
319tdoort"detergent dispenser"tdishwashert0.0t0.9707083882875086
320tdoortslidetdishwashert0.0t0.9714422334243422
321tdoort"leveling foot"tdishwashert0.0t0.9572140317553635
322tdoort"insulating material"tdishwashert0.0t0.9383461346887031
323tdoortspray armtdishwashert0.0t0.97567561689237
324tdoortrinse-aid dispensertdishwashert0.0t0.9447821152791095
325tdoortlocktdoort1.0t0.9762861925799998
326tdoortcornicetdoort1.0t0.9745314288316542
327tdoort"hanging stile"tdoort1.0t0.980015526217635
328tdoort"entablature"tdoort1.0t0.9660607150037581
329tdoort"top rail"tdoort1.0t0.9820363230595843
330tdoortmiddle paneltdoort1.0t0.9616333379474976
331tdoort"bottom rail"tdoort1.0t0.9807267323451915
332tdoortpaneltdoort1.0t0.980745339477355
333tdoortjambtdoort1.0t0.9614941867097881
334tdoortdoorknobtdoort1.0t0.9353515415234134
335tdoort"threshold"tdoort1.0t0.9542210812475264
336tdoort"weatherboard"tdoort1.0t0.9394795559330429
337tdoortlock railtdoort1.0t0.9691026751466605
338tdoort"shutting stile"tdoort1.0t0.9843424504845997
339tdoortheadertdoort1.0t0.9415366097053658
340tdoortringt"mortise lock"t0.0t0.9633868167207108
341tdoortkeywayt"mortise lock"t0.0t0.9887761726896918
342tdoort"cotter pin"t"mortise lock"t0.0t0.9351351527478502
343tdoortspringt"mortise lock"t0.0t0.9835738024087829
344tdoort"rotor"t"mortise lock"t0.0t0.9710379911763252
345tdoortcylinder caset"mortise lock"t0.0t0.9678637913007554
346tdoortkeyt"mortise lock"t0.0t0.9770686942199174
347tdoort"faceplate"t"mortise lock"t0.0t0.9714673517033209
348tdoort"dead bolt"t"mortise lock"t0.0t0.9706252704430987
349tdoortcylindert"mortise lock"t0.0t0.9732483913699882
350tdoort"stator"t"mortise lock"t0.0t0.9618883345489206
351tdoort"strike plate"t"mortise lock"t0.0t0.9480945827315949
352tdoort"valve seat shaft"t"toilet"t0.0t0.9755397342250592
353tdoort"tank lid"t"toilet"t0.0t0.9723567672523737
354tdoortconical washert"toilet"t0.0t0.9754050156783304
355tdoort"lift chain"t"toilet"t0.0t0.9828710340358308
356tdoort"seat"t"toilet"t0.0t0.9134452498873343
357tdoort"shutoff valve"t"toilet"t0.0t0.9727405246948448
358tdoort"trip lever"t"toilet"t0.0t0.9687660670854975
359tdoortball-cock supply valvet"toilet"t0.0t0.9554745409059198
360tdoort"toilet bowl"t"toilet"t0.0t0.9842887338906859
361tdoortflush handlet"toilet"t0.0t0.9707439177990964
362tdoortwax sealt"toilet"t0.0t0.9868309118742413
363tdoort"tank ball"t"toilet"t0.0t0.9594641138968273
364tdoort"float ball"t"toilet"t0.0t0.9764994987599733
365tdoort"filler tube"t"toilet"t0.0t0.9741159516623726
366tdoort"waste pipe"t"toilet"t0.0t0.9629427072395867
367tdoort"seat cover"t"toilet"t0.0t0.9765610275847286
368tdoort"cold-water supply line"t"toilet"t0.0t0.9666270714610465
369tdoort"overflow tube"t"toilet"t0.0t0.9641006207386332
370tdoort"trap"t"toilet"t0.0t0.9772014510689089
371tdoort"refill tube"t"toilet"t0.0t0.9680779644197254
372t"mortise lock"tpillowtbedt0.0t0.9016687916334869
373t"mortise lock"t"bolster"tbedt0.0t0.8940444133600809
374t"mortise lock"t"mattress cover"tbedt0.0t0.8970027559231811
375t"mortise lock"tlegtbedt0.0t0.8520682545739328
376t"mortise lock"tbox springtbedt0.0t0.8872605434018124
377t"mortise lock"theadboardtbedt0.0t0.8914418947869454
378t"mortise lock"t"mattress"tbedt0.0t0.9115853965546296
379t"mortise lock"t"pillow protector"tbedt0.0t0.9045067293214964
380t"mortise lock"t"elastic"tbedt0.0t0.8609173159263688
381t"mortise lock"t"footboard"tbedt0.0t0.9221496840287112
382t"mortise lock"t"switch"t"refrigerator"t0.0t0.9021289695634204
383t"mortise lock"t"refrigerator compartment"t"refrigerator"t0.0t0.9241491064640357
384t"mortise lock"t"egg tray"t"refrigerator"t0.0t0.9115861127848931
385t"mortise lock"tshelf channelt"refrigerator"t0.0t0.8856272231393774
386t"mortise lock"t"magnetic gasket"t"refrigerator"t0.0t0.914734910429058
387t"mortise lock"t"storage door"t"refrigerator"t0.0t0.9295353572110825
388t"mortise lock"tfreezer doort"refrigerator"t0.0t0.9228048753398443
389t"mortise lock"tguard railt"refrigerator"t0.0t0.9278841031992264
390t"mortise lock"tcrispert"refrigerator"t0.0t0.8154178715421896
391t"mortise lock"tglass covert"refrigerator"t0.0t0.9363634883727758
392t"mortise lock"t"butter compartment"t"refrigerator"t0.0t0.8893290316517373
393t"mortise lock"t"thermostat control"t"refrigerator"t0.0t0.8961143343944055
394t"mortise lock"t"freezer compartment"t"refrigerator"t0.0t0.9198680807150084
395t"mortise lock"t"ice cube tray"t"refrigerator"t0.0t0.9091924201658224
396t"mortise lock"t"meat keeper"t"refrigerator"t0.0t0.90726875783007
397t"mortise lock"t"door stop"t"refrigerator"t0.0t0.9315383634649225
398t"mortise lock"tshelft"refrigerator"t0.0t0.9224666911307678
399t"mortise lock"t"dairy compartment"t"refrigerator"t0.0t0.9071712555952075
400t"mortise lock"tdoor shelft"refrigerator"t0.0t0.908630151321819
401t"mortise lock"tdrain hosetdishwashert0.0t0.8804800246014416
402t"mortise lock"t"overflow protection switch"tdishwashert0.0t0.8763446892604778
403t"mortise lock"t"tub"tdishwashert0.0t0.911640970953212
404t"mortise lock"tpumptdishwashert0.0t0.8970907088247528
405t"mortise lock"t"gasket"tdishwashert0.0t0.8721373344812934
406t"mortise lock"t"water hose"tdishwashert0.0t0.8902744813106228
407t"mortise lock"t"heating element"tdishwashert0.0t0.8736617324393526
408t"mortise lock"tracktdishwashert0.0t0.879709843863235
409t"mortise lock"t"cutlery basket"tdishwashert0.0t0.9030310295797874
410t"mortise lock"t"wash tower"tdishwashert0.0t0.8955882095933447
411t"mortise lock"t"motor"tdishwashert0.0t0.9005647280691921
412t"mortise lock"t"detergent dispenser"tdishwashert0.0t0.9127481297046114
413t"mortise lock"tslidetdishwashert0.0t0.9019730670914686
414t"mortise lock"t"leveling foot"tdishwashert0.0t0.8602169953814989
415t"mortise lock"t"insulating material"tdishwashert0.0t0.861000107111155
416t"mortise lock"tspray armtdishwashert0.0t0.9038331205431978
417t"mortise lock"trinse-aid dispensertdishwashert0.0t0.888098318803767
418t"mortise lock"tlocktdoort0.0t0.8938621605807281
419t"mortise lock"tcornicetdoort0.0t0.9147018167139901
420t"mortise lock"t"hanging stile"tdoort0.0t0.932371280341923
421t"mortise lock"t"entablature"tdoort0.0t0.8941726955741089
422t"mortise lock"t"top rail"tdoort0.0t0.9238043917451612
423t"mortise lock"tmiddle paneltdoort0.0t0.9010667567182095
424t"mortise lock"t"bottom rail"tdoort0.0t0.9308023114706646
425t"mortise lock"tpaneltdoort0.0t0.9251068721336895
426t"mortise lock"tjambtdoort0.0t0.8895247393972805
427t"mortise lock"tdoorknobtdoort0.0t0.8546419542263434
428t"mortise lock"t"threshold"tdoort0.0t0.9165164239089201
429t"mortise lock"t"weatherboard"tdoort0.0t0.8580436373767893
430t"mortise lock"tlock railtdoort0.0t0.893112749741842
431t"mortise lock"t"shutting stile"tdoort0.0t0.9089112089318913
432t"mortise lock"theadertdoort0.0t0.8505925709679735
433t"mortise lock"tringt"mortise lock"t1.0t0.8833293012281812
