troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.9902758
1tbedt"bolster"tbedt1.0t0.98564094
2tbedt"mattress cover"tbedt1.0t0.9905366
127t"refrigerator"t"water hose"tdishwashert0.0t0.9857238
128t"refrigerator"t"heating element"tdishwashert0.0t0.98498696
129t"refrigerator"tracktdishwashert0.0t0.987303
130t"refrigerator"t"cutlery basket"tdishwashert0.0t0.98036605
131t"refrigerator"t"wash tower"tdishwashert0.0t0.9848532
132t"refrigerator"t"motor"tdishwashert0.0t0.9889357
133t"refrigerator"t"detergent dispenser"tdishwashert0.0t0.9837077
134t"refrigerator"tslidetdishwashert0.0t0.9841672
135t"refrigerator"t"leveling foot"tdishwashert0.0t0.9863809
136t"refrigerator"t"insulating material"tdishwashert0.0t0.97663426
137t"refrigerator"tspray armtdishwashert0.0t0.9836265
138t"refrigerator"trinse-aid dispensertdishwashert0.0t0.986324
139t"refrigerator"tlocktdoort0.0t0.98457134
140t"refrigerator"tcornicetdoort0.0t0.9868863
141t"refrigerator"t"hanging stile"tdoort0.0t0.9863084
142t"refrigerator"t"entablature"tdoort0.0t0.9788588
143t"refrigerator"t"top rail"tdoort0.0t0.9856269
144t"refrigerator"tmiddle paneltdoort0.0t0.9873866
145t"refrigerator"t"bottom rail"tdoort0.0t0.9859965
146t"refrigerator"tpaneltdoort0.0t0.9880243
147t"refrigerator"tjambtdoort0.0t0.9810374
148t"refrigerator"tdoorknobtdoort0.0t0.97854304
149t"refrigerator"t"threshold"tdoort0.0t0.9830709
150t"refrigerator"t"weatherboard"tdoort0.0t0.9814498
151t"refrigerator"tlock railtdoort0.0t0.9858566
152t"refrigerator"t"shutting stile"tdoort0.0t0.98489857
153t"refrigerator"theadertdoort0.0t0.9845148
154t"refrigerator"tringt"mortise lock"t0.0t0.9872972
155t"refrigerator"tkeywayt"mortise lock"t0.0t0.97977066
156t"refrigerator"t"cotter pin"t"mortise lock"t0.0t0.98618495
157t"refrigerator"tspringt"mortise lock"t0.0t0.98676366
158t"refrigerator"t"rotor"t"mortise lock"t0.0t0.987869
159t"refrigerator"tcylinder caset"mortise lock"t0.0t0.9849814
160t"refrigerator"tkeyt"mortise lock"t0.0t0.98109967
161t"refrigerator"t"faceplate"t"mortise lock"t0.0t0.9857044
162t"refrigerator"t"dead bolt"t"mortise lock"t0.0t0.98335636
163t"refrigerator"tcylindert"mortise lock"t0.0t0.98915744
164t"refrigerator"t"stator"t"mortise lock"t0.0t0.9843997
165t"refrigerator"t"strike plate"t"mortise lock"t0.0t0.9836851
166t"refrigerator"t"valve seat shaft"t"toilet"t0.0t0.9799771
167t"refrigerator"t"tank lid"t"toilet"t0.0t0.98726475
168t"refrigerator"tconical washert"toilet"t0.0t0.98548824
169t"refrigerator"t"lift chain"t"toilet"t0.0t0.9860475
170t"refrigerator"t"seat"t"toilet"t0.0t0.98676914
171t"refrigerator"t"shutoff valve"t"toilet"t0.0t0.97794247
172t"refrigerator"t"trip lever"t"toilet"t0.0t0.98348266
173t"refrigerator"tball-cock supply valvet"toilet"t0.0t0.98479736
174t"refrigerator"t"toilet bowl"t"toilet"t0.0t0.9848942
175t"refrigerator"tflush handlet"toilet"t0.0t0.9865626
176t"refrigerator"twax sealt"toilet"t0.0t0.98463506
177t"refrigerator"t"tank ball"t"toilet"t0.0t0.98677254
178t"refrigerator"t"float ball"t"toilet"t0.0t0.9867062
179t"refrigerator"t"filler tube"t"toilet"t0.0t0.9864724
180t"refrigerator"t"waste pipe"t"toilet"t0.0t0.9853418
181t"refrigerator"t"seat cover"t"toilet"t0.0t0.9849686
182t"refrigerator"t"cold-water supply line"t"toilet"t0.0t0.9865803
183t"refrigerator"t"overflow tube"t"toilet"t0.0t0.982193
184t"refrigerator"t"trap"t"toilet"t0.0t0.98548484
185t"refrigerator"t"refill tube"t"toilet"t0.0t0.98596454
186tdishwashertpillowtbedt0.0t0.98002887
187tdishwashert"bolster"tbedt0.0t0.97715485
188tdishwashert"mattress cover"tbedt0.0t0.98374856
189tdishwashertlegtbedt0.0t0.98055774
190tdishwashertbox springtbedt0.0t0.98332936
191tdishwashertheadboardtbedt0.0t0.9822837
192tdishwashert"mattress"tbedt0.0t0.98161453
193tdishwashert"pillow protector"tbedt0.0t0.98228115
194tdishwashert"elastic"tbedt0.0t0.97786736
195tdishwashert"footboard"tbedt0.0t0.98106694
196tdishwashert"switch"t"refrigerator"t0.0t0.981436
197tdishwashert"refrigerator compartment"t"refrigerator"t0.0t0.9839841
198tdishwashert"egg tray"t"refrigerator"t0.0t0.9851822
199tdishwashertshelf channelt"refrigerator"t0.0t0.9841039
200tdishwashert"magnetic gasket"t"refrigerator"t0.0t0.98325455
201tdishwashert"storage door"t"refrigerator"t0.0t0.9829412
202tdishwashertfreezer doort"refrigerator"t0.0t0.98426723
203tdishwashertguard railt"refrigerator"t0.0t0.97938126
204tdishwashertcrispert"refrigerator"t0.0t0.9827223
205tdishwashertglass covert"refrigerator"t0.0t0.9851306
206tdishwashert"butter compartment"t"refrigerator"t0.0t0.98553824
207tdishwashert"thermostat control"t"refrigerator"t0.0t0.980427
208tdishwashert"freezer compartment"t"refrigerator"t0.0t0.9853203
209tdishwashert"ice cube tray"t"refrigerator"t0.0t0.9836395
210tdishwashert"meat keeper"t"refrigerator"t0.0t0.9827964
211tdishwashert"door stop"t"refrigerator"t0.0t0.98296344
212tdishwashertshelft"refrigerator"t0.0t0.98191345
213tdishwashert"dairy compartment"t"refrigerator"t0.0t0.9864094
214tdishwashertdoor shelft"refrigerator"t0.0t0.9838949
215tdishwashertdrain hosetdishwashert1.0t0.9846028
216tdishwashert"overflow protection switch"tdishwashert1.0t0.9818501
217tdishwashert"tub"tdishwashert1.0t0.98076695
218tdishwashertpumptdishwashert1.0t0.9824529
219tdishwashert"gasket"tdishwashert1.0t0.98091274
220tdishwashert"water hose"tdishwashert1.0t0.9844248
221tdishwashert"heating element"tdishwashert1.0t0.98590606
222tdishwashertracktdishwashert1.0t0.98179984
223tdishwashert"cutlery basket"tdishwashert1.0t0.986148
224tdishwashert"wash tower"tdishwashert1.0t0.98493224
225tdishwashert"motor"tdishwashert1.0t0.98129094
226tdishwashert"detergent dispenser"tdishwashert1.0t0.9876979
227tdishwashertslidetdishwashert1.0t0.976671
228tdishwashert"leveling foot"tdishwashert1.0t0.98346233
229tdishwashert"insulating material"tdishwashert1.0t0.9778506
230tdishwashertspray armtdishwashert1.0t0.9815577
231tdishwashertrinse-aid dispensertdishwashert1.0t0.98603797
232tdishwashertlocktdoort0.0t0.9795455
233tdishwashertcornicetdoort0.0t0.98064303
234tdishwashert"hanging stile"tdoort0.0t0.9834422
235tdishwashert"entablature"tdoort0.0t0.9798535
236tdishwashert"top rail"tdoort0.0t0.9809934
237tdishwashertmiddle paneltdoort0.0t0.98335487
238tdishwashert"bottom rail"tdoort0.0t0.9817364
239tdishwashertpaneltdoort0.0t0.9796047
240tdishwashertjambtdoort0.0t0.9791512
241tdishwashertdoorknobtdoort0.0t0.9796932
242tdishwashert"threshold"tdoort0.0t0.97999924
243tdishwashert"weatherboard"tdoort0.0t0.9807881
244tdishwashertlock railtdoort0.0t0.9829164
245tdishwashert"shutting stile"tdoort0.0t0.98244065
246tdishwashertheadertdoort0.0t0.97619885
247tdishwashertringt"mortise lock"t0.0t0.9818818
248tdishwashertkeywayt"mortise lock"t0.0t0.9790716
249tdishwashert"cotter pin"t"mortise lock"t0.0t0.9857137
250tdishwashertspringt"mortise lock"t0.0t0.9796546
251tdishwashert"rotor"t"mortise lock"t0.0t0.98262596
252tdishwashertcylinder caset"mortise lock"t0.0t0.980701
253tdishwashertkeyt"mortise lock"t0.0t0.97710186
254tdishwashert"faceplate"t"mortise lock"t0.0t0.98588276
255tdishwashert"dead bolt"t"mortise lock"t0.0t0.98294
256tdishwashertcylindert"mortise lock"t0.0t0.9815354
257tdishwashert"stator"t"mortise lock"t0.0t0.98099685
258tdishwashert"strike plate"t"mortise lock"t0.0t0.982878
259tdishwashert"valve seat shaft"t"toilet"t0.0t0.97915566
260tdishwashert"tank lid"t"toilet"t0.0t0.98238724
261tdishwashertconical washert"toilet"t0.0t0.9877612
262tdishwashert"lift chain"t"toilet"t0.0t0.98332566
263tdishwashert"seat"t"toilet"t0.0t0.98157
264tdishwashert"shutoff valve"t"toilet"t0.0t0.98075294
265tdishwashert"trip lever"t"toilet"t0.0t0.98254097
266tdishwashertball-cock supply valvet"toilet"t0.0t0.98396504
267tdishwashert"toilet bowl"t"toilet"t0.0t0.9857641
268tdishwashertflush handlet"toilet"t0.0t0.9849111
269tdishwashertwax sealt"toilet"t0.0t0.9832675
270tdishwashert"tank ball"t"toilet"t0.0t0.9827544
271tdishwashert"float ball"t"toilet"t0.0t0.9828991
272tdishwashert"filler tube"t"toilet"t0.0t0.9825236
273tdishwashert"waste pipe"t"toilet"t0.0t0.9841373
274tdishwashert"seat cover"t"toilet"t0.0t0.98296195
275tdishwashert"cold-water supply line"t"toilet"t0.0t0.9855837
276tdishwashert"overflow tube"t"toilet"t0.0t0.9828326
277tdishwashert"trap"t"toilet"t0.0t0.9799603
278tdishwashert"refill tube"t"toilet"t0.0t0.9825453
279tdoortpillowtbedt0.0t0.9875392
280tdoort"bolster"tbedt0.0t0.98421395
281tdoort"mattress cover"tbedt0.0t0.98738015
282tdoortlegtbedt0.0t0.98988014
283tdoortbox springtbedt0.0t0.9863455
284tdoortheadboardtbedt0.0t0.983184
285tdoort"mattress"tbedt0.0t0.9868246
286tdoort"pillow protector"tbedt0.0t0.9851093
287tdoort"elastic"tbedt0.0t0.9794145
288tdoort"footboard"tbedt0.0t0.98229206
289tdoort"switch"t"refrigerator"t0.0t0.9879863
290tdoort"refrigerator compartment"t"refrigerator"t0.0t0.9843028
291tdoort"egg tray"t"refrigerator"t0.0t0.98330146
292tdoortshelf channelt"refrigerator"t0.0t0.9864749
293tdoort"magnetic gasket"t"refrigerator"t0.0t0.98392606
294tdoort"storage door"t"refrigerator"t0.0t0.99123955
295tdoortfreezer doort"refrigerator"t0.0t0.9913458
296tdoortguard railt"refrigerator"t0.0t0.98130894
297tdoortcrispert"refrigerator"t0.0t0.98029286
298tdoortglass covert"refrigerator"t0.0t0.9889005
299tdoort"butter compartment"t"refrigerator"t0.0t0.9862351
300tdoort"thermostat control"t"refrigerator"t0.0t0.97777855
301tdoort"freezer compartment"t"refrigerator"t0.0t0.98491096
302tdoort"ice cube tray"t"refrigerator"t0.0t0.9811318
303tdoort"meat keeper"t"refrigerator"t0.0t0.9850108
304tdoort"door stop"t"refrigerator"t0.0t0.9906473
305tdoortshelft"refrigerator"t0.0t0.9883691
306tdoort"dairy compartment"t"refrigerator"t0.0t0.98597175
307tdoortdoor shelft"refrigerator"t0.0t0.9903947
308tdoortdrain hosetdishwashert0.0t0.9833534
309tdoort"overflow protection switch"tdishwashert0.0t0.9837619
310tdoort"tub"tdishwashert0.0t0.98744065
311tdoortpumptdishwashert0.0t0.9882138
312tdoort"gasket"tdishwashert0.0t0.98177296
313tdoort"water hose"tdishwashert0.0t0.98408055
314tdoort"heating element"tdishwashert0.0t0.9828929
315tdoortracktdishwashert0.0t0.9867032
316tdoort"cutlery basket"tdishwashert0.0t0.98113495
317tdoort"wash tower"tdishwashert0.0t0.98450756
318tdoort"motor"tdishwashert0.0t0.98727554
319tdoort"detergent dispenser"tdishwashert0.0t0.98099965
320tdoortslidetdishwashert0.0t0.98554355
321tdoort"leveling foot"tdishwashert0.0t0.98583275
322tdoort"insulating material"tdishwashert0.0t0.9748904
323tdoortspray armtdishwashert0.0t0.9830337
324tdoortrinse-aid dispensertdishwashert0.0t0.98460513
325tdoortlocktdoort1.0t0.9874934
326tdoortcornicetdoort1.0t0.982913
327tdoort"hanging stile"tdoort1.0t0.9864247
328tdoort"entablature"tdoort1.0t0.97815907
329tdoort"top rail"tdoort1.0t0.98401695
330tdoortmiddle paneltdoort1.0t0.9862438
331tdoort"bottom rail"tdoort1.0t0.98482513
332tdoortpaneltdoort1.0t0.9859758
333tdoortjambtdoort1.0t0.9812386
334tdoortdoorknobtdoort1.0t0.98305106
335tdoort"threshold"tdoort1.0t0.9848283
336tdoort"weatherboard"tdoort1.0t0.98184025
337tdoortlock railtdoort1.0t0.98635006
338tdoort"shutting stile"tdoort1.0t0.9853694
339tdoortheadertdoort1.0t0.982908
340tdoortringt"mortise lock"t0.0t0.98920125
341tdoortkeywayt"mortise lock"t0.0t0.9838664
342tdoort"cotter pin"t"mortise lock"t0.0t0.98607296
343tdoortspringt"mortise lock"t0.0t0.9859864
344tdoort"rotor"t"mortise lock"t0.0t0.98683536
345tdoortcylinder caset"mortise lock"t0.0t0.9850381
346tdoortkeyt"mortise lock"t0.0t0.98683906
347tdoort"faceplate"t"mortise lock"t0.0t0.9854089
348tdoort"dead bolt"t"mortise lock"t0.0t0.98487175
349tdoortcylindert"mortise lock"t0.0t0.98754036
350tdoort"stator"t"mortise lock"t0.0t0.98328906
351tdoort"strike plate"t"mortise lock"t0.0t0.98331666
352tdoort"valve seat shaft"t"toilet"t0.0t0.9814666
353tdoort"tank lid"t"toilet"t0.0t0.9853656
354tdoortconical washert"toilet"t0.0t0.98363006
355tdoort"lift chain"t"toilet"t0.0t0.9864946
356tdoort"seat"t"toilet"t0.0t0.9888939
357tdoort"shutoff valve"t"toilet"t0.0t0.9801686
358tdoort"trip lever"t"toilet"t0.0t0.9846736
359tdoortball-cock supply valvet"toilet"t0.0t0.9854163
360tdoort"toilet bowl"t"toilet"t0.0t0.98446465
361tdoortflush handlet"toilet"t0.0t0.9868821
362tdoortwax sealt"toilet"t0.0t0.9868943
363tdoort"tank ball"t"toilet"t0.0t0.9855386
364tdoort"float ball"t"toilet"t0.0t0.9864826
365tdoort"filler tube"t"toilet"t0.0t0.98587024
366tdoort"waste pipe"t"toilet"t0.0t0.98495376
367tdoort"seat cover"t"toilet"t0.0t0.9863862
368tdoort"cold-water supply line"t"toilet"t0.0t0.98608685
369tdoort"overflow tube"t"toilet"t0.0t0.9824573
370tdoort"trap"t"toilet"t0.0t0.9876037
371tdoort"refill tube"t"toilet"t0.0t0.98424274
372t"mortise lock"tpillowtbedt0.0t0.98119956
373t"mortise lock"t"bolster"tbedt0.0t0.97947055
374t"mortise lock"t"mattress cover"tbedt0.0t0.98844635
375t"mortise lock"tlegtbedt0.0t0.98375916
376t"mortise lock"tbox springtbedt0.0t0.9893634
377t"mortise lock"theadboardtbedt0.0t0.98374397
378t"mortise lock"t"mattress"tbedt0.0t0.9848111
379t"mortise lock"t"pillow protector"tbedt0.0t0.98389
380t"mortise lock"t"elastic"tbedt0.0t0.98113155
381t"mortise lock"t"footboard"tbedt0.0t0.9813687
382t"mortise lock"t"switch"t"refrigerator"t0.0t0.9828698
383t"mortise lock"t"refrigerator compartment"t"refrigerator"t0.0t0.9853022
384t"mortise lock"t"egg tray"t"refrigerator"t0.0t0.98353195
385t"mortise lock"tshelf channelt"refrigerator"t0.0t0.98708725
386t"mortise lock"t"magnetic gasket"t"refrigerator"t0.0t0.98625374
387t"mortise lock"t"storage door"t"refrigerator"t0.0t0.98569924
388t"mortise lock"tfreezer doort"refrigerator"t0.0t0.9854596
389t"mortise lock"tguard railt"refrigerator"t0.0t0.984063
390t"mortise lock"tcrispert"refrigerator"t0.0t0.9836907
391t"mortise lock"tglass covert"refrigerator"t0.0t0.9882585
392t"mortise lock"t"butter compartment"t"refrigerator"t0.0t0.98512405
393t"mortise lock"t"thermostat control"t"refrigerator"t0.0t0.9809585
394t"mortise lock"t"freezer compartment"t"refrigerator"t0.0t0.98510987
395t"mortise lock"t"ice cube tray"t"refrigerator"t0.0t0.98244095
396t"mortise lock"t"meat keeper"t"refrigerator"t0.0t0.9853291
397t"mortise lock"t"door stop"t"refrigerator"t0.0t0.98727936
398t"mortise lock"tshelft"refrigerator"t0.0t0.9819286
399t"mortise lock"t"dairy compartment"t"refrigerator"t0.0t0.9848046
400t"mortise lock"tdoor shelft"refrigerator"t0.0t0.98549926
401t"mortise lock"tdrain hosetdishwashert0.0t0.9848611
402t"mortise lock"t"overflow protection switch"tdishwashert0.0t0.98418087
403t"mortise lock"t"tub"tdishwashert0.0t0.98227
404t"mortise lock"tpumptdishwashert0.0t0.9844058
405t"mortise lock"t"gasket"tdishwashert0.0t0.9835855
406t"mortise lock"t"water hose"tdishwashert0.0t0.9844867
407t"mortise lock"t"heating element"tdishwashert0.0t0.9847919
408t"mortise lock"tracktdishwashert0.0t0.9835341
409t"mortise lock"t"cutlery basket"tdishwashert0.0t0.98154473
410t"mortise lock"t"wash tower"tdishwashert0.0t0.9845281
411t"mortise lock"t"motor"tdishwashert0.0t0.9844687
412t"mortise lock"t"detergent dispenser"tdishwashert0.0t0.98392844
413t"mortise lock"tslidetdishwashert0.0t0.979732
414t"mortise lock"t"leveling foot"tdishwashert0.0t0.9862599
415t"mortise lock"t"insulating material"tdishwashert0.0t0.9790666
416t"mortise lock"tspray armtdishwashert0.0t0.9844939
417t"mortise lock"trinse-aid dispensertdishwashert0.0t0.98799103
418t"mortise lock"tlocktdoort0.0t0.9860044
419t"mortise lock"tcornicetdoort0.0t0.9858525
420t"mortise lock"t"hanging stile"tdoort0.0t0.9885079
421t"mortise lock"t"entablature"tdoort0.0t0.98343617
422t"mortise lock"t"top rail"tdoort0.0t0.98600674
423t"mortise lock"tmiddle paneltdoort0.0t0.98613006
424t"mortise lock"t"bottom rail"tdoort0.0t0.9860985
425t"mortise lock"tpaneltdoort0.0t0.98258847
426t"mortise lock"tjambtdoort0.0t0.98267734
427t"mortise lock"tdoorknobtdoort0.0t0.9817479
428t"mortise lock"t"threshold"tdoort0.0t0.9786986
429t"mortise lock"t"weatherboard"tdoort0.0t0.98081696
430t"mortise lock"tlock railtdoort0.0t0.9908202
431t"mortise lock"t"shutting stile"tdoort0.0t0.9873424
432t"mortise lock"theadertdoort0.0t0.97813255
433t"mortise lock"tringt"mortise lock"t1.0t0.98445743
434t"mortise lock"tkeywayt"mortise lock"t1.0t0.9822471
435t"mortise lock"t"cotter pin"t"mortise lock"t1.0t0.98864585
436t"mortise lock"tspringt"mortise lock"t1.0t0.98456764
437t"mortise lock"t"rotor"t"mortise lock"t1.0t0.983643
438t"mortise lock"tcylinder caset"mortise lock"t1.0t0.9853787
439t"mortise lock"tkeyt"mortise lock"t1.0t0.9810467
440t"mortise lock"t"faceplate"t"mortise lock"t1.0t0.98638755
441t"mortise lock"t"dead bolt"t"mortise lock"t1.0t0.9872529
442t"mortise lock"tcylindert"mortise lock"t1.0t0.98374534
443t"mortise lock"t"stator"t"mortise lock"t1.0t0.9857483
444t"mortise lock"t"strike plate"t"mortise lock"t1.0t0.98460376
445t"mortise lock"t"valve seat shaft"t"toilet"t0.0t0.98527145
446t"mortise lock"t"tank lid"t"toilet"t0.0t0.98772186
447t"mortise lock"tconical washert"toilet"t0.0t0.98604447
448t"mortise lock"t"lift chain"t"toilet"t0.0t0.9883962
449t"mortise lock"t"seat"t"toilet"t0.0t0.98359513
450t"mortise lock"t"shutoff valve"t"toilet"t0.0t0.98109233
451t"mortise lock"t"trip lever"t"toilet"t0.0t0.9852292
452t"mortise lock"tball-cock supply valvet"toilet"t0.0t0.989096
453t"mortise lock"t"toilet bowl"t"toilet"t0.0t0.9845901
454t"mortise lock"tflush handlet"toilet"t0.0t0.9878619
455t"mortise lock"twax sealt"toilet"t0.0t0.9880382
456t"mortise lock"t"tank ball"t"toilet"t0.0t0.9863551
457t"mortise lock"t"float ball"t"toilet"t0.0t0.9866299
458t"mortise lock"t"filler tube"t"toilet"t0.0t0.9854431
459t"mortise lock"t"waste pipe"t"toilet"t0.0t0.9847979
460t"mortise lock"t"seat cover"t"toilet"t0.0t0.98618805
461t"mortise lock"t"cold-water supply line"t"toilet"t0.0t0.9866194
462t"mortise lock"t"overflow tube"t"toilet"t0.0t0.983842
463t"mortise lock"t"trap"t"toilet"t0.0t0.9820933
464t"mortise lock"t"refill tube"t"toilet"t0.0t0.98532283
465t"toilet"tpillowtbedt0.0t0.9846175
466t"toilet"t"bolster"tbedt0.0t0.98401195
467t"toilet"t"mattress cover"tbedt0.0t0.9865416
468t"toilet"tlegtbedt0.0t0.98666424
469t"toilet"tbox springtbedt0.0t0.98613113
470t"toilet"theadboardtbedt0.0t0.98187804
471t"toilet"t"mattress"tbedt0.0t0.98791736
472t"toilet"t"pillow protector"tbedt0.0t0.98354477
473t"toilet"t"elastic"tbedt0.0t0.9803149
474t"toilet"t"footboard"tbedt0.0t0.9808551
