troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t1.8879257665270126
1tbedt"bolster"tbedt1.0t1.160660128165064
2tbedt"mattress cover"tbedt1.0t4.179509714156187
136t"refrigerator"t"insulating material"tdishwashert0.0t-1.6712505482608195
137t"refrigerator"tspray armtdishwashert0.0t-0.1284307074323401
138t"refrigerator"trinse-aid dispensertdishwashert0.0t-0.5301837948024808
139t"refrigerator"tlocktdoort0.0t0.7930027894698132
140t"refrigerator"tcornicetdoort0.0t-1.3748904149366203
141t"refrigerator"t"hanging stile"tdoort0.0t0.019450704485021106
142t"refrigerator"t"entablature"tdoort0.0t-1.880183884249012
143t"refrigerator"t"top rail"tdoort0.0t-0.3215839033087464
144t"refrigerator"tmiddle paneltdoort0.0t-1.8700307541338828
145t"refrigerator"t"bottom rail"tdoort0.0t-0.5768717756519696
146t"refrigerator"tpaneltdoort0.0t-1.4095111059714016
147t"refrigerator"tjambtdoort0.0t-0.13554126380685896
148t"refrigerator"tdoorknobtdoort0.0t-0.82510405540471
149t"refrigerator"t"threshold"tdoort0.0t0.604674252215588
150t"refrigerator"t"weatherboard"tdoort0.0t-1.0634256177021428
151t"refrigerator"tlock railtdoort0.0t0.7930027894698132
152t"refrigerator"t"shutting stile"tdoort0.0t1.4395172112267807
153t"refrigerator"theadertdoort0.0t-0.8023480376498128
154t"refrigerator"tringt"mortise lock"t0.0t-0.7414095589061648
155t"refrigerator"tkeywayt"mortise lock"t0.0t-2.5331741805278853
156t"refrigerator"t"cotter pin"t"mortise lock"t0.0t-2.8636332058166603
157t"refrigerator"tspringt"mortise lock"t0.0t1.2443059870483768
158t"refrigerator"t"rotor"t"mortise lock"t0.0t0.06802474768774246
159t"refrigerator"tcylinder caset"mortise lock"t0.0t0.333328813760793
160t"refrigerator"tkeyt"mortise lock"t0.0t-2.5331741805278853
161t"refrigerator"t"faceplate"t"mortise lock"t0.0t-1.0096439345077475
162t"refrigerator"t"dead bolt"t"mortise lock"t0.0t-1.5323957328770343
163t"refrigerator"tcylindert"mortise lock"t0.0t0.333328813760793
164t"refrigerator"t"stator"t"mortise lock"t0.0t-0.08168019476208992
165t"refrigerator"t"strike plate"t"mortise lock"t0.0t-0.5226333983585711
166t"refrigerator"t"valve seat shaft"t"toilet"t0.0t0.07238506892760657
167t"refrigerator"t"tank lid"t"toilet"t0.0t1.0127615888699906
168t"refrigerator"tconical washert"toilet"t0.0t1.5532096339566475
169t"refrigerator"t"lift chain"t"toilet"t0.0t1.1231074247622876
170t"refrigerator"t"seat"t"toilet"t0.0t-2.521629654018604
171t"refrigerator"t"shutoff valve"t"toilet"t0.0t2.0215883020089933
172t"refrigerator"t"trip lever"t"toilet"t0.0t-2.1178462742248394
173t"refrigerator"tball-cock supply valvet"toilet"t0.0t-1.401788343954186
174t"refrigerator"t"toilet bowl"t"toilet"t0.0t-0.9248565694344061
175t"refrigerator"tflush handlet"toilet"t0.0t1.0777925065400333
176t"refrigerator"twax sealt"toilet"t0.0t-1.134827804698656
177t"refrigerator"t"tank ball"t"toilet"t0.0t1.0127615888699906
178t"refrigerator"t"float ball"t"toilet"t0.0t-0.31464815415047487
179t"refrigerator"t"filler tube"t"toilet"t0.0t-1.2754706308248887
180t"refrigerator"t"waste pipe"t"toilet"t0.0t-1.2189386209981574
181t"refrigerator"t"seat cover"t"toilet"t0.0t-2.521629654018604
182t"refrigerator"t"cold-water supply line"t"toilet"t0.0t2.1535996839346003
183t"refrigerator"t"overflow tube"t"toilet"t0.0t-0.3428538728824678
184t"refrigerator"t"trap"t"toilet"t0.0t1.0633092194028764
185t"refrigerator"t"refill tube"t"toilet"t0.0t0.8859894880861672
186tdishwashertpillowtbedt0.0t-0.2549493303407856
187tdishwashert"bolster"tbedt0.0t0.28818905889508756
188tdishwashert"mattress cover"tbedt0.0t1.0204183671385838
189tdishwashertlegtbedt0.0t-1.5860265186317655
190tdishwashertbox springtbedt0.0t-0.22697276880591205
191tdishwashertheadboardtbedt0.0t-0.07066070682455769
192tdishwashert"mattress"tbedt0.0t1.0204183671385838
193tdishwashert"pillow protector"tbedt0.0t-0.2549493303407856
194tdishwashert"elastic"tbedt0.0t-1.350297080192459
195tdishwashert"footboard"tbedt0.0t-0.33528943719881066
196tdishwashert"switch"t"refrigerator"t0.0t1.4501494421480168
197tdishwashert"refrigerator compartment"t"refrigerator"t0.0t2.741652397699446
198tdishwashert"egg tray"t"refrigerator"t0.0t-0.4765321791398033
199tdishwashertshelf channelt"refrigerator"t0.0t1.8007954028145714
200tdishwashert"magnetic gasket"t"refrigerator"t0.0t0.7568708076103128
201tdishwashert"storage door"t"refrigerator"t0.0t1.3603746174689972
202tdishwashertfreezer doort"refrigerator"t0.0t0.0857275935124556
203tdishwashertguard railt"refrigerator"t0.0t1.0412557597487628
204tdishwashertcrispert"refrigerator"t0.0t-0.8064776196312491
205tdishwashertglass covert"refrigerator"t0.0t0.9167736747172534
206tdishwashert"butter compartment"t"refrigerator"t0.0t0.4447163015746603
207tdishwashert"thermostat control"t"refrigerator"t0.0t0.8075476776557673
208tdishwashert"freezer compartment"t"refrigerator"t0.0t0.0857275935124556
209tdishwashert"ice cube tray"t"refrigerator"t0.0t0.8996561866027537
210tdishwashert"meat keeper"t"refrigerator"t0.0t-0.8799080233929241
211tdishwashert"door stop"t"refrigerator"t0.0t0.8904704014901056
212tdishwashertshelft"refrigerator"t0.0t1.8007954028145714
213tdishwashert"dairy compartment"t"refrigerator"t0.0t0.8286207361361062
214tdishwashertdoor shelft"refrigerator"t0.0t0.8904704014901056
215tdishwashertdrain hosetdishwashert1.0t3.179390368594156
216tdishwashert"overflow protection switch"tdishwashert1.0t0.38156612892209424
217tdishwashert"tub"tdishwashert1.0t1.8807385110332955
218tdishwashertpumptdishwashert1.0t2.6844630292227056
219tdishwashert"gasket"tdishwashert1.0t1.20469933819595
220tdishwashert"water hose"tdishwashert1.0t0.9449918658634185
221tdishwashert"heating element"tdishwashert1.0t2.0509128898796267
222tdishwashertracktdishwashert1.0t2.444651225832942
223tdishwashert"cutlery basket"tdishwashert1.0t0.008032890600790689
224tdishwashert"wash tower"tdishwashert1.0t1.3331654130246267
225tdishwashert"motor"tdishwashert1.0t0.8927029983909607
226tdishwashert"detergent dispenser"tdishwashert1.0t0.7771432554036555
227tdishwashertslidetdishwashert1.0t0.8765288278888117
228tdishwashert"leveling foot"tdishwashert1.0t-0.1321949734267487
229tdishwashert"insulating material"tdishwashert1.0t-0.9012174007397019
230tdishwashertspray armtdishwashert1.0t1.4881638980152443
231tdishwashertrinse-aid dispensertdishwashert1.0t2.274864615104631
232tdishwashertlocktdoort0.0t0.949414605180365
233tdishwashertcornicetdoort0.0t-0.6174376061445629
234tdishwashert"hanging stile"tdoort0.0t0.15044337868405153
235tdishwashert"entablature"tdoort0.0t-1.272503353427119
236tdishwashert"top rail"tdoort0.0t0.8738129131726554
237tdishwashertmiddle paneltdoort0.0t-0.32892457473550435
238tdishwashert"bottom rail"tdoort0.0t0.8945104629406816
239tdishwashertpaneltdoort0.0t-0.14799471304302544
240tdishwashertjambtdoort0.0t-0.521283891738713
241tdishwashertdoorknobtdoort0.0t0.4648150216754819
242tdishwashert"threshold"tdoort0.0t-0.11434398520436324
243tdishwashert"weatherboard"tdoort0.0t-1.231804773090539
244tdishwashertlock railtdoort0.0t0.949414605180365
245tdishwashert"shutting stile"tdoort0.0t1.3130467885902748
246tdishwashertheadertdoort0.0t-0.07066070682455769
247tdishwashertringt"mortise lock"t0.0t-0.42281381331787204
248tdishwashertkeywayt"mortise lock"t0.0t-1.3974418375324937
249tdishwashert"cotter pin"t"mortise lock"t0.0t-1.6120870754932644
250tdishwashertspringt"mortise lock"t0.0t0.52255313308132
251tdishwashert"rotor"t"mortise lock"t0.0t1.9874566244923386
252tdishwashertcylinder caset"mortise lock"t0.0t0.9539440164518216
253tdishwashertkeyt"mortise lock"t0.0t-1.3974418375324937
254tdishwashert"faceplate"t"mortise lock"t0.0t-1.578641828827026
255tdishwashert"dead bolt"t"mortise lock"t0.0t-1.4179274220523908
256tdishwashertcylindert"mortise lock"t0.0t0.9539440164518216
257tdishwashert"stator"t"mortise lock"t0.0t-0.23940755704320135
258tdishwashert"strike plate"t"mortise lock"t0.0t-1.3793987556688507
259tdishwashert"valve seat shaft"t"toilet"t0.0t0.8828019208788968
260tdishwashert"tank lid"t"toilet"t0.0t1.4929124274092567
261tdishwashertconical washert"toilet"t0.0t1.1917996443761794
262tdishwashert"lift chain"t"toilet"t0.0t1.2869404931432493
263tdishwashert"seat"t"toilet"t0.0t-0.650150610162796
264tdishwashert"shutoff valve"t"toilet"t0.0t1.5466832344796628
265tdishwashert"trip lever"t"toilet"t0.0t-1.330092591944798
266tdishwashertball-cock supply valvet"toilet"t0.0t-1.1885097796703443
267tdishwashert"toilet bowl"t"toilet"t0.0t1.0972195733889203
268tdishwashertflush handlet"toilet"t0.0t2.3101739073190335
269tdishwashertwax sealt"toilet"t0.0t-0.46288388519072426
270tdishwashert"tank ball"t"toilet"t0.0t1.4929124274092567
271tdishwashert"float ball"t"toilet"t0.0t0.5035246736751373
272tdishwashert"filler tube"t"toilet"t0.0t0.07685475420175444
273tdishwashert"waste pipe"t"toilet"t0.0t0.34019417785686884
274tdishwashert"seat cover"t"toilet"t0.0t-0.650150610162796
275tdishwashert"cold-water supply line"t"toilet"t0.0t0.8394019391056708
276tdishwashert"overflow tube"t"toilet"t0.0t0.38156612892209424
277tdishwashert"trap"t"toilet"t0.0t0.9961963367499401
278tdishwashert"refill tube"t"toilet"t0.0t1.228931511981084
279tdoortpillowtbedt0.0t-0.36890374080811383
280tdoort"bolster"tbedt0.0t0.5968632188182882
281tdoort"mattress cover"tbedt0.0t-0.21177735704749337
282tdoortlegtbedt0.0t-0.5114114250720375
283tdoortbox springtbedt0.0t-0.2336952821081288
284tdoortheadboardtbedt0.0t-0.6618521504243106
285tdoort"mattress"tbedt0.0t-0.21177735704749337
286tdoort"pillow protector"tbedt0.0t-0.36890374080811383
287tdoort"elastic"tbedt0.0t-2.744517903560754
288tdoort"footboard"tbedt0.0t-0.7883983150638146
289tdoort"switch"t"refrigerator"t0.0t-0.2825148419902768
290tdoort"refrigerator compartment"t"refrigerator"t0.0t0.09088158319710918
291tdoort"egg tray"t"refrigerator"t0.0t-2.3117421696537446
292tdoortshelf channelt"refrigerator"t0.0t0.6221687044651184
293tdoort"magnetic gasket"t"refrigerator"t0.0t-0.31182623907678897
294tdoort"storage door"t"refrigerator"t0.0t-1.0870123914683998
295tdoortfreezer doort"refrigerator"t0.0t-2.109812587863762
296tdoortguard railt"refrigerator"t0.0t-0.0057960887345061655
297tdoortcrispert"refrigerator"t0.0t-1.2010071429174778
298tdoortglass covert"refrigerator"t0.0t0.9392351781623608
299tdoort"butter compartment"t"refrigerator"t0.0t-1.3114035823807062
300tdoort"thermostat control"t"refrigerator"t0.0t-1.247070126984891
301tdoort"freezer compartment"t"refrigerator"t0.0t-2.109812587863762
302tdoort"ice cube tray"t"refrigerator"t0.0t-1.194966009512726
303tdoort"meat keeper"t"refrigerator"t0.0t-2.0444192552796716
304tdoort"door stop"t"refrigerator"t0.0t1.9360696267268935
305tdoortshelft"refrigerator"t0.0t0.6221687044651184
306tdoort"dairy compartment"t"refrigerator"t0.0t-2.0157077442835925
307tdoortdoor shelft"refrigerator"t0.0t1.9360696267268935
308tdoortdrain hosetdishwashert0.0t0.32856572279679974
309tdoort"overflow protection switch"tdishwashert0.0t-1.2201193036042237
310tdoort"tub"tdishwashert0.0t-0.5431677064837218
311tdoortpumptdishwashert0.0t-0.6544276525042472
312tdoort"gasket"tdishwashert0.0t-0.9464043818472017
313tdoort"water hose"tdishwashert0.0t-1.9493928820192563
314tdoort"heating element"tdishwashert0.0t-0.4153547484059225
315tdoortracktdishwashert0.0t1.0067051617355514
316tdoort"cutlery basket"tdishwashert0.0t-1.960167650543139
317tdoort"wash tower"tdishwashert0.0t-0.841928211843574
318tdoort"motor"tdishwashert0.0t-1.1837426541659284
319tdoort"detergent dispenser"tdishwashert0.0t-0.9582560278699381
320tdoortslidetdishwashert0.0t0.7400181847945574
321tdoort"leveling foot"tdishwashert0.0t-1.378218330551112
322tdoort"insulating material"tdishwashert0.0t-1.2342658773477444
323tdoortspray armtdishwashert0.0t-1.0645425928115422
324tdoortrinse-aid dispensertdishwashert0.0t-2.1087501947140046
325tdoortlocktdoort1.0t2.2762651292835816
326tdoortcornicetdoort1.0t0.38958843091546747
327tdoort"hanging stile"tdoort1.0t0.4556956508491564
328tdoort"entablature"tdoort1.0t-2.6057575307776517
329tdoort"top rail"tdoort1.0t-0.013593772453429421
330tdoortmiddle paneltdoort1.0t-2.3957216441176845
331tdoort"bottom rail"tdoort1.0t-0.06673461966878816
332tdoortpaneltdoort1.0t0.35642173977395275
333tdoortjambtdoort1.0t0.6128184440470255
334tdoortdoorknobtdoort1.0t3.198009996434665
335tdoort"threshold"tdoort1.0t1.1640668216594086
336tdoort"weatherboard"tdoort1.0t-1.8454579854895095
337tdoortlock railtdoort1.0t2.2762651292835816
338tdoort"shutting stile"tdoort1.0t1.52845197719098
339tdoortheadertdoort1.0t-0.6618521504243106
340tdoortringt"mortise lock"t0.0t-0.5647950955896698
341tdoortkeywayt"mortise lock"t0.0t-0.5050668198429605
342tdoort"cotter pin"t"mortise lock"t0.0t-2.3882031285292102
343tdoortspringt"mortise lock"t0.0t0.10850519673623756
344tdoort"rotor"t"mortise lock"t0.0t-1.2866814823018742
345tdoortcylinder caset"mortise lock"t0.0t-0.1334116343253977
346tdoortkeyt"mortise lock"t0.0t-0.5050668198429605
347tdoort"faceplate"t"mortise lock"t0.0t-0.6995303049945338
348tdoort"dead bolt"t"mortise lock"t0.0t-1.6107042193595997
349tdoortcylindert"mortise lock"t0.0t-0.1334116343253977
350tdoort"stator"t"mortise lock"t0.0t0.9865356669451039
351tdoort"strike plate"t"mortise lock"t0.0t-0.6013390962649566
352tdoort"valve seat shaft"t"toilet"t0.0t-0.4011275886283379
353tdoort"tank lid"t"toilet"t0.0t-1.2421811848204825
354tdoortconical washert"toilet"t0.0t-1.0390976816128814
355tdoort"lift chain"t"toilet"t0.0t0.5086243782559985
356tdoort"seat"t"toilet"t0.0t-0.9356732860833856
357tdoort"shutoff valve"t"toilet"t0.0t1.147734428733518
358tdoort"trip lever"t"toilet"t0.0t-2.6526941731763536
359tdoortball-cock supply valvet"toilet"t0.0t-1.9448961286739446
360tdoort"toilet bowl"t"toilet"t0.0t-0.9594132357853821
361tdoortflush handlet"toilet"t0.0t0.5517064771835914
362tdoortwax sealt"toilet"t0.0t-0.47819101450409673
363tdoort"tank ball"t"toilet"t0.0t-1.2421811848204825
364tdoort"float ball"t"toilet"t0.0t-1.1606660634520398
365tdoort"filler tube"t"toilet"t0.0t-0.23081598157829575
366tdoort"waste pipe"t"toilet"t0.0t-3.1693658324223897
367tdoort"seat cover"t"toilet"t0.0t-0.9356732860833856
368tdoort"cold-water supply line"t"toilet"t0.0t-1.5071615429549807
369tdoort"overflow tube"t"toilet"t0.0t-1.2201193036042237
370tdoort"trap"t"toilet"t0.0t0.2818450406232524
371tdoort"refill tube"t"toilet"t0.0t-2.291981436899663
372t"mortise lock"tpillowtbedt0.0t0.48292698171610055
373t"mortise lock"t"bolster"tbedt0.0t2.4999651517427623
374t"mortise lock"t"mattress cover"tbedt0.0t0.8017433201863484
375t"mortise lock"tlegtbedt0.0t0.2775863695752718
376t"mortise lock"tbox springtbedt0.0t0.11191356098258064
377t"mortise lock"theadboardtbedt0.0t1.2585863493945044
378t"mortise lock"t"mattress"tbedt0.0t0.8017433201863484
379t"mortise lock"t"pillow protector"tbedt0.0t0.48292698171610055
380t"mortise lock"t"elastic"tbedt0.0t-0.041980214985731124
381t"mortise lock"t"footboard"tbedt0.0t0.49033243813954613
382t"mortise lock"t"switch"t"refrigerator"t0.0t1.356545633674513
383t"mortise lock"t"refrigerator compartment"t"refrigerator"t0.0t0.44809353300724664
384t"mortise lock"t"egg tray"t"refrigerator"t0.0t0.2584283206524553
385t"mortise lock"tshelf channelt"refrigerator"t0.0t-0.00967406848469677
386t"mortise lock"t"magnetic gasket"t"refrigerator"t0.0t1.2596337982833723
387t"mortise lock"t"storage door"t"refrigerator"t0.0t0.09662608575173617
388t"mortise lock"tfreezer doort"refrigerator"t0.0t0.31211706227009783
389t"mortise lock"tguard railt"refrigerator"t0.0t0.8271105384713472
390t"mortise lock"tcrispert"refrigerator"t0.0t-0.017197199394440785
391t"mortise lock"tglass covert"refrigerator"t0.0t0.8656808615537706
392t"mortise lock"t"butter compartment"t"refrigerator"t0.0t0.8183161417626532
393t"mortise lock"t"thermostat control"t"refrigerator"t0.0t0.5098647326172729
394t"mortise lock"t"freezer compartment"t"refrigerator"t0.0t0.31211706227009783
395t"mortise lock"t"ice cube tray"t"refrigerator"t0.0t-0.09376954547454244
396t"mortise lock"t"meat keeper"t"refrigerator"t0.0t-0.18192516539850573
397t"mortise lock"t"door stop"t"refrigerator"t0.0t1.0329093441175063
398t"mortise lock"tshelft"refrigerator"t0.0t-0.00967406848469677
399t"mortise lock"t"dairy compartment"t"refrigerator"t0.0t-0.7950646972503908
400t"mortise lock"tdoor shelft"refrigerator"t0.0t1.0329093441175063
401t"mortise lock"tdrain hosetdishwashert0.0t0.9733002133325551
402t"mortise lock"t"overflow protection switch"tdishwashert0.0t-0.014505426585462371
403t"mortise lock"t"tub"tdishwashert0.0t0.551187183451169
404t"mortise lock"tpumptdishwashert0.0t1.1751196217156037
405t"mortise lock"t"gasket"tdishwashert0.0t0.7959254086059568
406t"mortise lock"t"water hose"tdishwashert0.0t-0.2640855158120974
407t"mortise lock"t"heating element"tdishwashert0.0t0.6505158840258168
408t"mortise lock"tracktdishwashert0.0t1.2213064045007773
409t"mortise lock"t"cutlery basket"tdishwashert0.0t1.38208128486315
410t"mortise lock"t"wash tower"tdishwashert0.0t-0.6374150795016605
411t"mortise lock"t"motor"tdishwashert0.0t0.6311235087850074
412t"mortise lock"t"detergent dispenser"tdishwashert0.0t0.7132943125694948
413t"mortise lock"tslidetdishwashert0.0t0.8179853736019497
414t"mortise lock"t"leveling foot"tdishwashert0.0t-1.0579369686610327
415t"mortise lock"t"insulating material"tdishwashert0.0t-0.20434033849423822
416t"mortise lock"tspray armtdishwashert0.0t0.008175172092273758
417t"mortise lock"trinse-aid dispensertdishwashert0.0t-0.053484575006015465
418t"mortise lock"tlocktdoort0.0t2.2384665677581745
419t"mortise lock"tcornicetdoort0.0t0.743753115099773
420t"mortise lock"t"hanging stile"tdoort0.0t0.7242080098502367
421t"mortise lock"t"entablature"tdoort0.0t-0.5950242256699416
422t"mortise lock"t"top rail"tdoort0.0t1.043394218960123
423t"mortise lock"tmiddle paneltdoort0.0t-0.19000984131878634
424t"mortise lock"t"bottom rail"tdoort0.0t1.0796285322555885
425t"mortise lock"tpaneltdoort0.0t-0.3963612103757082
426t"mortise lock"tjambtdoort0.0t1.1104160943307875
