troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t0.6315528585417448
1tbedt"bolster"tbedt1.0t0.24152104929792034
2tbedt"mattress cover"tbedt1.0t0.4982033685134178
299tdoort"butter compartment"t"refrigerator"t0.0t0.3232101483788296
300tdoort"thermostat control"t"refrigerator"t0.0t0.27692623352508905
301tdoort"freezer compartment"t"refrigerator"t0.0t0.4217205157067066
302tdoort"ice cube tray"t"refrigerator"t0.0t0.31723759147766456
303tdoort"meat keeper"t"refrigerator"t0.0t0.27378091109440267
304tdoort"door stop"t"refrigerator"t0.0t0.7518683445771077
305tdoortshelft"refrigerator"t0.0t0.3791495380234493
306tdoort"dairy compartment"t"refrigerator"t0.0t0.31873346712038597
307tdoortdoor shelft"refrigerator"t0.0t0.7466927607671293
308tdoortdrain hosetdishwashert0.0t0.30378772341082677
309tdoort"overflow protection switch"tdishwashert0.0t0.3271802590019392
310tdoort"tub"tdishwashert0.0t0.35646919495590274
311tdoortpumptdishwashert0.0t0.279073121565674
312tdoort"gasket"tdishwashert0.0t0.33788064129256634
313tdoort"water hose"tdishwashert0.0t0.30802764061534565
314tdoort"heating element"tdishwashert0.0t0.2790226001846097
315tdoortracktdishwashert0.0t0.35093404509714143
316tdoort"cutlery basket"tdishwashert0.0t0.28828314283377426
317tdoort"wash tower"tdishwashert0.0t0.2901226226843065
318tdoort"motor"tdishwashert0.0t0.28133022534890084
319tdoort"detergent dispenser"tdishwashert0.0t0.2607450845618265
320tdoortslidetdishwashert0.0t0.37192679553243985
321tdoort"leveling foot"tdishwashert0.0t0.34898816460640697
322tdoort"insulating material"tdishwashert0.0t0.2550631149530926
323tdoortspray armtdishwashert0.0t0.30280790432196825
324tdoortrinse-aid dispensertdishwashert0.0t0.316756232905148
325tdoortlocktdoort1.0t0.5226750124340062
326tdoortcornicetdoort1.0t0.28386183941384335
327tdoort"hanging stile"tdoort1.0t0.365928789951119
328tdoort"entablature"tdoort1.0t0.21596141233791197
329tdoort"top rail"tdoort1.0t0.35866145513408787
330tdoortmiddle paneltdoort1.0t0.33488161977216424
331tdoort"bottom rail"tdoort1.0t0.3887435529811077
332tdoortpaneltdoort1.0t0.35679103497617043
333tdoortjambtdoort1.0t0.48067172175832656
334tdoortdoorknobtdoort1.0t0.5784265010355343
335tdoort"threshold"tdoort1.0t0.36656216140350495
336tdoort"weatherboard"tdoort1.0t0.24017758794502836
337tdoortlock railtdoort1.0t0.4902861148005146
338tdoort"shutting stile"tdoort1.0t0.4325259660772214
339tdoortheadertdoort1.0t0.21419597952162328
340tdoortringt"mortise lock"t0.0t0.33834501806095074
341tdoortkeywayt"mortise lock"t0.0t0.32068882137719945
342tdoort"cotter pin"t"mortise lock"t0.0t0.30099936527882093
343tdoortspringt"mortise lock"t0.0t0.25347711488394886
344tdoort"rotor"t"mortise lock"t0.0t0.2321924648463617
345tdoortcylinder caset"mortise lock"t0.0t0.3394642602548948
346tdoortkeyt"mortise lock"t0.0t0.3683264405433994
347tdoort"faceplate"t"mortise lock"t0.0t0.36318745466231345
348tdoort"dead bolt"t"mortise lock"t0.0t0.395615827218281
349tdoortcylindert"mortise lock"t0.0t0.33043154584246026
350tdoort"stator"t"mortise lock"t0.0t0.18395451578330865
351tdoort"strike plate"t"mortise lock"t0.0t0.29745148735111865
352tdoort"valve seat shaft"t"toilet"t0.0t0.40341383329482144
353tdoort"tank lid"t"toilet"t0.0t0.4094222651533712
354tdoortconical washert"toilet"t0.0t0.2794317176685988
355tdoort"lift chain"t"toilet"t0.0t0.3372964071600977
356tdoort"seat"t"toilet"t0.0t0.3666372633218497
357tdoort"shutoff valve"t"toilet"t0.0t0.35876368045738083
358tdoort"trip lever"t"toilet"t0.0t0.329680807830081
359tdoortball-cock supply valvet"toilet"t0.0t0.3140204402441426
360tdoort"toilet bowl"t"toilet"t0.0t0.35582324020708117
361tdoortflush handlet"toilet"t0.0t0.28979219154005564
362tdoortwax sealt"toilet"t0.0t0.3128880618102203
363tdoort"tank ball"t"toilet"t0.0t0.28490893392427136
364tdoort"float ball"t"toilet"t0.0t0.223650790049897
365tdoort"filler tube"t"toilet"t0.0t0.27220589747896445
366tdoort"waste pipe"t"toilet"t0.0t0.2630928806198283
367tdoort"seat cover"t"toilet"t0.0t0.34104423806029255
368tdoort"cold-water supply line"t"toilet"t0.0t0.3004900703188375
369tdoort"overflow tube"t"toilet"t0.0t0.3440394889895464
370tdoort"trap"t"toilet"t0.0t0.3564754802179965
371tdoort"refill tube"t"toilet"t0.0t0.3208986831808843
372t"mortise lock"tpillowtbedt0.0t0.2500646707648332
373t"mortise lock"t"bolster"tbedt0.0t0.28269311585653506
374t"mortise lock"t"mattress cover"tbedt0.0t0.2792921179420428
375t"mortise lock"tlegtbedt0.0t0.31834031652556016
376t"mortise lock"tbox springtbedt0.0t0.37238997143795816
377t"mortise lock"theadboardtbedt0.0t0.3127334652677053
378t"mortise lock"t"mattress"tbedt0.0t0.25597907044879
379t"mortise lock"t"pillow protector"tbedt0.0t0.27538901370238805
380t"mortise lock"t"elastic"tbedt0.0t0.2641819207498916
381t"mortise lock"t"footboard"tbedt0.0t0.2961884225673972
382t"mortise lock"t"switch"t"refrigerator"t0.0t0.3278814054706337
383t"mortise lock"t"refrigerator compartment"t"refrigerator"t0.0t0.335196546174247
384t"mortise lock"t"egg tray"t"refrigerator"t0.0t0.2495978918640772
385t"mortise lock"tshelf channelt"refrigerator"t0.0t0.30208864481248304
386t"mortise lock"t"magnetic gasket"t"refrigerator"t0.0t0.3422942993764902
387t"mortise lock"t"storage door"t"refrigerator"t0.0t0.4297129618814995
388t"mortise lock"tfreezer doort"refrigerator"t0.0t0.41905252078608923
389t"mortise lock"tguard railt"refrigerator"t0.0t0.380484334019744
390t"mortise lock"tcrispert"refrigerator"t0.0t0.2167000023012017
391t"mortise lock"tglass covert"refrigerator"t0.0t0.3048631615111948
392t"mortise lock"t"butter compartment"t"refrigerator"t0.0t0.3247499348643149
393t"mortise lock"t"thermostat control"t"refrigerator"t0.0t0.3036802284080688
394t"mortise lock"t"freezer compartment"t"refrigerator"t0.0t0.31640715493862875
395t"mortise lock"t"ice cube tray"t"refrigerator"t0.0t0.2768693039050618
396t"mortise lock"t"meat keeper"t"refrigerator"t0.0t0.2876491034058223
397t"mortise lock"t"door stop"t"refrigerator"t0.0t0.3902871461530674
398t"mortise lock"tshelft"refrigerator"t0.0t0.2857870502765614
399t"mortise lock"t"dairy compartment"t"refrigerator"t0.0t0.2817054851899592
400t"mortise lock"tdoor shelft"refrigerator"t0.0t0.401231893400123
401t"mortise lock"tdrain hosetdishwashert0.0t0.3098656153061601
402t"mortise lock"t"overflow protection switch"tdishwashert0.0t0.32196284767941796
403t"mortise lock"t"tub"tdishwashert0.0t0.27709113099806376
404t"mortise lock"tpumptdishwashert0.0t0.26062585909045066
405t"mortise lock"t"gasket"tdishwashert0.0t0.34296184891504566
406t"mortise lock"t"water hose"tdishwashert0.0t0.2921513496883893
407t"mortise lock"t"heating element"tdishwashert0.0t0.2914943501632151
408t"mortise lock"tracktdishwashert0.0t0.29410144704844043
409t"mortise lock"t"cutlery basket"tdishwashert0.0t0.24951438367251463
410t"mortise lock"t"wash tower"tdishwashert0.0t0.24994385923017126
411t"mortise lock"t"motor"tdishwashert0.0t0.2637554057024449
412t"mortise lock"t"detergent dispenser"tdishwashert0.0t0.2113401669198204
413t"mortise lock"tslidetdishwashert0.0t0.38500925698389815
414t"mortise lock"t"leveling foot"tdishwashert0.0t0.28081195853762086
415t"mortise lock"t"insulating material"tdishwashert0.0t0.2599782633661873
416t"mortise lock"tspray armtdishwashert0.0t0.28310923081143574
417t"mortise lock"trinse-aid dispensertdishwashert0.0t0.28186201408652234
418t"mortise lock"tlocktdoort0.0t0.751891979939688
419t"mortise lock"tcornicetdoort0.0t0.25700887852992277
420t"mortise lock"t"hanging stile"tdoort0.0t0.3660968025903136
421t"mortise lock"t"entablature"tdoort0.0t0.1884460191643681
422t"mortise lock"t"top rail"tdoort0.0t0.3331106925817452
423t"mortise lock"tmiddle paneltdoort0.0t0.21391275186652556
424t"mortise lock"t"bottom rail"tdoort0.0t0.34177376550992217
425t"mortise lock"tpaneltdoort0.0t0.23299208469693042
426t"mortise lock"tjambtdoort0.0t0.4191145125438343
427t"mortise lock"tdoorknobtdoort0.0t0.3957506437069511
428t"mortise lock"t"threshold"tdoort0.0t0.2188771557299315
429t"mortise lock"t"weatherboard"tdoort0.0t0.2438204806186063
430t"mortise lock"tlock railtdoort0.0t0.61840656687508
431t"mortise lock"t"shutting stile"tdoort0.0t0.4054010172489756
432t"mortise lock"theadertdoort0.0t0.20770930136068738
